target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	827.456	3262	290.52
NM_001011562.1	863	455.527	12	1.94135
NM_001011566.1	1503	1079.46	110	7.50973
NM_001011563.1	2084	1660.46	58	2.57417
NM_001011568.1	2077	1653.46	42	1.87195
NM_001011565.1	3023	2599.46	46.0709	1.30611
NM_001011570.1	582	241.628	3641	1110.48
NM_001011567.1	4030	3606.46	70	1.43039
NM_001011572.1	2346	1922.46	4868	186.608
NM_001011574.1	1940	1516.46	84	4.08212
NM_001011571.1	2093	1669.46	0	0
NM_001011576.1	1195	771.456	5148	491.772
NM_001011573.1	3160	2736.46	722	19.444
NM_001011579.1	1430	1006.46	4408	322.763
NM_001011575.1	2163	1739.46	764	32.368
NM_001011581.1	2439	2015.46	111	4.05869
NM_001011578.1	5441	5017.46	5	0.0734383
NM_001011580.1	1544	1120.46	89	5.85372
NM_001011585.1	1638	1214.46	1805	109.53
NM_001011582.1	356	121.398	195	118.375
NM_001011587.1	496	185.105	929	369.857
NM_001011584.1	1606	1182.46	0	0
NM_001011589.1	624	272.285	197	53.3186
NM_001011586.1	2205	1781.46	111	4.59181
NM_001011591.1	584	243.057	0	0
NM_001011588.1	724	346.74	0	0
NM_001011593.1	548	217.991	9	3.04257
NM_001011590.1	574	236.053	0	0
NM_001011595.1	2818	2394.46	418	12.8649
NM_001011592.1	1590	1166.46	2090	132.043
NM_001011597.1	2673	2249.46	639	20.9344
NM_001011594.1	4195	3771.46	57	1.11379
NM_001011599.1	1942	1518.46	61	2.96049
NM_001011596.1	4100	3676.46	311	6.23401
NM_001011601.1	1830	1406.46	3182	166.729
NM_001011598.1	1624	1200.46	5	0.306945
NM_001011603.1	1683	1259.46	3573	209.067
NM_001011600.1	2052	1628.46	68	3.0773
NM_001011605.1	1448	1024.46	92	6.61806
NM_001011602.1	2795	2371.46	381	11.8399
NM_001011606.1	1757	1333.46	58	3.20543
NM_001011608.1	1873	1449.46	920	46.7756
NM_001011612.1	304	97.6724	0	0
NM_001011613.1	710	336.083	0	0
NM_001011610.1	1612	1188.46	406	25.1756
NM_001011614.1	688	319.068	1	0.230969
NM_001011615.1	664	301.848	4	0.976582
NM_001011617.1	374	120.943	0	0
NM_001011618.1	523	202.084	0	0
NM_001011619.1	1559	1135.46	7.00661	0.454751
NM_001011620.1	957	537.177	2	0.274378
NM_001011621.1	3254	2830.46	32.2431	0.839492
NM_001011622.1	1529	1105.46	2	0.133329
NM_001011623.1	3376	2952.46	19	0.474249
NM_001011624.1	4969	4545.46	101	1.6375
NM_001011627.1	2520	2096.46	8	0.281216
NM_001011629.1	14440	14016.5	824.707	4.33608
NM_001011630.1	630	276.293	217305	57961
NM_001011631.1	1741	1317.46	13	0.727183
NM_001011633.1	1533	1109.46	161	10.6943
NM_001011635.1	1447	1023.46	9523	685.711
NM_001011636.1	570	233.16	1211	382.761
NM_001011637.1	1369	945.456	0	0
NM_001011638.1	584	243.057	18	5.4576
NM_001011640.1	991	568.037	19	2.46498
NM_001011641.1	970	548.759	1703	228.702
NM_001011643.1	2378	1954.46	5035	189.85
NM_001011577.1	2389	1965.46	830	31.1208
NM_001011650.1	2242	1818.46	46	1.8642
NM_001011634.2	3754	3330.46	81	1.79233
NM_001012429.1	672	307.606	60710	14544.6
NM_001012627.1	3153	2729.46	391	10.5569
NM_001012615.1	1097	673.456	1401	153.308
NM_001012962.1	3606	3182.46	202	4.67763
NM_001012963.1	502	188.795	8	3.12274
NM_001013006.1	2991	2567.46	61	1.75091
NM_001013361.1	4113	3689.46	18	0.35954
NM_001014429.1	1427	1003.46	305	22.3995
NM_001014430.1	438	151.893	42	20.3774
NM_001014983.1	3250	2826.46	24	0.625757
NM_001014991.1	7242	6818.46	412.769	4.46125
NM_001014993.1	1386	962.456	2581	197.626
NM_001014994.1	1892	1468.46	1374	68.9544
NM_001024697.1	1793	1369.46	0	0
NM_001032361.1	3585	3161.46	242	5.64111
NM_001039968.1	1349	925.456	24	1.91114
NM_001040231.1	363	123.736	0	0
NM_001040233.1	1647	1223.46	71	4.27668
NM_001040230.1	13107	12683.5	1385	8.04727
NM_001040234.1	1500	1076.46	1.02632	0.0702627
NM_001040208.1	582	241.628	0	0
NM_001040204.1	793	398.049	7361	1362.81
NM_001040203.1	644	286.794	2380	611.567
NM_001040205.1	698	326.638	5	1.12808
NM_001040207.1	1179	755.456	263	25.6557
NM_001040206.1	682	314.711	98	22.9483
NM_001040220.1	483	177.622	0	0
NM_001040221.1	459	163.268	2	0.902744
NM_001040209.1	588	245.969	3	0.898829
NM_001040224.1	399	134.482	0	0
NM_001040229.1	453	160.045	0	0
NM_001040223.1	555	222.489	10	3.31228
NM_001040227.1	724	346.74	5	1.06268
NM_001040225.1	407	138.665	0	0
NM_001040226.1	432	149.167	15	7.41063
NM_001040236.1	1767	1343.46	600	32.9128
NM_001040267.1	1895	1471.46	3398	170.182
NM_001040255.1	1893	1469.46	295	14.7946
NM_001040257.1	1554	1130.46	114	7.43169
NM_001040258.1	1250	826.456	149.225	13.3063
NM_001040265.1	1689	1265.46	30	1.74707
NM_001040263.1	1550	1126.46	356	23.2901
NM_001040256.1	767	379.365	32	6.21626
NM_001040259.1	1743	1319.46	2	0.111705
NM_001040264.1	1600	1176.46	4	0.250565
NM_001040270.1	509	192.967	0	0
NM_001040269.1	1397	973.456	2970.14	224.852
NM_001040277.1	2150	1726.46	215	9.1774
NM_001040681.1	2499	2075.46	153	5.43268
NM_001042458.1	1737	1313.46	1261	70.7516
NM_001042460.1	1794	1370.46	443.481	23.8477
NM_001077809.1	1344	920.456	5982	478.939
NM_001077808.1	5328	4904.46	99	1.48758
NM_001077812.1	1470	1046.46	215	15.141
NM_001077811.1	1287	863.456	119	10.1565
NM_001077810.1	354	120.576	674	411.943
NM_001077813.1	3226	2802.46	123	3.23447
NM_001077815.1	1855	1431.46	350	18.0188
NM_001077814.1	387	127.547	0	0
NM_001077816.1	1530	1106.46	56	3.72984
NM_001077818.1	1707	1283.46	24	1.37806
NM_001077817.1	1194	770.456	1	0.0956508
NM_001077819.1	378	123.019	790	473.249
NM_001077820.1	351	119.234	9	5.56263
NM_001077822.1	1533	1109.46	130	8.63515
NM_001077824.1	1842	1418.46	158	8.20876
NM_001077821.1	4097	3673.46	426	8.54616
NM_001077825.1	1158	734.456	4	0.401357
NM_001078661.1	315	103.526	28	19.9318
NM_001079561.1	1701	1277.46	182	10.4993
NM_001079560.1	1607	1183.46	401	24.9706
NM_001080110.1	2703	2279.46	38.6455	1.24941
NM_001080095.1	1590	1166.46	69	4.3593
NM_001080094.2	2123	1699.46	21.739	0.942683
NM_001080205.1	2713	2289.46	118	3.79827
NM_001083630.1	1713	1289.46	145	8.28701
NM_001085344.1	515	196.75	0	0
NM_001085345.1	1491	1067.46	0	0
NM_001085346.1	509	192.967	0	0
NM_001040266.2	1599	1175.46	124	7.77413
NM_001011626.2	755	370.505	778	154.747
NM_001040235.2	6077	5653.46	121	1.57728
NM_001098232.1	1146	722.456	0	0
NM_001098218.1	2148	1724.46	5	0.213675
NM_001098220.1	1806	1382.46	20	1.06614
NM_001040262.2	438	151.893	1	0.485176
NM_001098217.1	2187	1763.46	2	0.0835799
NM_001098219.1	2139	1715.46	8	0.343674
NM_001098234.1	462	165.143	3	1.33874
NM_001098228.1	1286	862.456	3	0.256343
NM_001098214.1	1863	1439.46	430	22.0144
NM_001098229.1	1284	860.456	60	5.13877
NM_001098221.1	1763	1339.46	79	4.34645
NM_001098223.1	1436	1012.46	6	0.436729
NR_003565.1	7091	6667.46	272	3.00639
NR_003566.1	6861	6437.46	9764	111.776
NR_003567.1	17525	17101.5	496	2.1374
NM_001077823.2	516	197.273	276	103.105
NM_001098717.1	2199	1775.46	1	0.0415075
NM_001101023.1	3033	2609.46	41	1.1579
NM_001104949.1	3122	2698.46	36.0014	0.983196
NM_001110764.1	2606	2182.46	5	0.168834
NM_001111255.1	2504	2080.46	351	12.4333
NM_001112670.1	3330	2906.46	198	5.0204
NM_001112671.1	3001	2577.46	2730	78.0563
NM_001113285.1	2779	2355.46	55	1.72078
NM_001113739.1	1509	1085.46	170	11.5418
NM_001114188.1	1950	1526.46	0	0
NM_001114198.1	730	351.189	1.68532	0.353653
NM_001126244.1	1674	1250.46	0	0
NM_001131037.1	1164	740.456	25	2.48815
NM_001131038.1	2722	2298.46	143	4.58497
NM_001134227.1	1704	1280.46	45	2.58991
NM_001134333.1	282	86.9797	23	19.4871
NM_001134371.1	591	248.179	2335	693.359
NM_001134722.1	105	21.2812	11	38.0919
NM_001134668.1	2541	2117.46	151	5.25532
NM_001134669.1	584	243.057	35	10.612
NM_001134828.1	1495	1071.46	858.445	59.0438
NM_001134934.1	3281	2857.46	2102	54.2113
NM_001134940.1	1464	1040.46	8	0.566634
NM_001134942.1	1621	1197.46	312	19.2013
NM_001134943.1	1434	1010.46	1	0.0729322
NM_001134947.1	1760	1336.46	3	0.165426
NM_001134948.1	3181	2757.46	2616	69.9142
NM_001134949.1	3346	2922.46	259	6.53113
NM_001134950.1	2295	1871.46	2298	90.4913
NM_001011644.2	1200	776.456	0	0
NM_001135735.1	1032	608.456	873	105.736
NM_001135905.1	488	180.558	1276	520.799
NM_001135909.1	320	106.063	5199	3612.37
NM_001136187.1	614	264.98	6586	1831.66
NM_001136206.1	1002	578.456	94	11.9755
NM_001136207.1	930	513.59	0	0
NM_001136208.1	1008	584.456	0	0
NM_001136209.1	1029	605.456	12	1.46061
NM_001141964.1	2248	1824.46	105.707	4.26981
NM_001142436.1	1295	871.456	339	28.6676
NM_001142461.1	824	423.05	494	86.054
NM_001142561.1	1943	1519.46	69	3.34655
NM_001142609.1	1671	1247.46	1	0.059076
NM_001142637.1	999	575.456	8	1.02451
NM_001142607.1	642	285.309	1	0.258298
NM_001142693.1	1386	962.456	9	0.689125
NM_001112672.2	1701	1277.46	626	36.1131
NM_001143921.1	2102	1678.46	0	0
NM_001145738.1	2787	2363.46	84	2.6192
NM_001145739.1	2553	2129.46	11	0.38068
NM_001145736.1	2424	2000.46	11	0.405229
NM_001145737.1	2433	2009.46	32	1.17357
NM_001145740.1	3633	3209.46	140	3.21465
NM_001159303.1	1404	980.456	361	27.1341
NM_001098215.2	2635	2211.46	79	2.6326
NM_001160048.1	2747	2323.46	673	21.346
NM_001160050.1	2417	1993.46	38234	1413.45
NM_001160052.1	2920	2496.46	1478	43.6302
NM_001160064.1	2844	2420.46	1888	57.4832
NM_001160072.1	2237	1813.46	1198	48.684
NM_001160270.1	698	326.638	1448	326.691
NM_001161787.1	927	511.031	13761	1984.44
NM_001161831.1	683	315.386	6892	1610.42
NM_001162398.1	165	35.9386	150	307.586
NM_001162513.1	4073	3649.46	33.0196	0.666776
NM_001162516.1	1758	1334.46	725	40.0378
NM_001163463.1	481	176.331	823	343.96
