target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	869.813	536	154.663
NM_001011562.1	863	488.207	4	2.05638
NM_001011566.1	1503	1121.81	68	15.2137
NM_001011563.1	2084	1702.81	37	5.45358
NM_001011568.1	2077	1695.81	13	1.92403
NM_001011565.1	3023	2641.81	21.0058	1.99565
NM_001011570.1	582	250.732	1537	1538.55
NM_001011567.1	4030	3648.81	38	2.61384
NM_001011572.1	2346	1964.81	2392	305.553
NM_001011574.1	1940	1558.81	5	0.80505
NM_001011571.1	2093	1711.81	0	0
NM_001011576.1	1195	813.813	1884	581.036
NM_001011573.1	3160	2778.81	199	17.9738
NM_001011579.1	1430	1048.81	7	1.67512
NM_001011575.1	2163	1781.81	238	33.5245
NM_001011581.1	2439	2057.81	50	6.09833
NM_001011578.1	5441	5059.81	0	0
NM_001011580.1	1544	1162.81	0	0
NM_001011585.1	1638	1256.81	389	77.683
NM_001011582.1	356	119.519	8	16.7997
NM_001011587.1	496	190.13	187	246.853
NM_001011584.1	1606	1224.81	0	0
NM_001011589.1	624	283.635	234	207.063
NM_001011586.1	2205	1823.81	56	7.70646
NM_001011591.1	584	252.222	0	0
NM_001011588.1	724	365.196	0	0
NM_001011593.1	548	225.711	1	1.11197
NM_001011590.1	574	244.662	0	0
NM_001011595.1	2818	2436.81	163	16.7885
NM_001011592.1	1590	1208.81	396	82.2211
NM_001011597.1	2673	2291.81	206	22.5598
NM_001011594.1	4195	3813.81	39	2.56657
NM_001011599.1	1942	1560.81	2	0.321608
NM_001011596.1	4100	3718.81	86	5.80418
NM_001011601.1	1830	1448.81	0	0
NM_001011598.1	1624	1242.81	6	1.21169
NM_001011603.1	1683	1301.81	1103	212.654
NM_001011600.1	2052	1670.81	20	3.00434
NM_001011605.1	1448	1066.81	16	3.76425
NM_001011602.1	2795	2413.81	131	13.6212
NM_001011606.1	1757	1375.81	11	2.00669
NM_001011608.1	1873	1491.81	235	39.5367
NM_001011612.1	304	95.2819	0	0
NM_001011613.1	710	353.2	0	0
NM_001011610.1	1612	1230.81	2	0.407836
NM_001011614.1	688	334.728	1	0.749817
NM_001011615.1	664	315.707	36	28.6197
NM_001011617.1	374	120.743	2	4.15735
NM_001011618.1	523	207.914	0	0
NM_001011619.1	1559	1177.81	2	0.426188
NM_001011620.1	957	576.975	1	0.435001
NM_001011621.1	3254	2872.81	11.0282	0.963483
NM_001011622.1	1529	1147.81	0	0
NM_001011623.1	3376	2994.81	24	2.01135
NM_001011624.1	4969	4587.81	30	1.6412
NM_001011627.1	2520	2138.81	0	0
NM_001011629.1	14440	14058.8	381.161	6.80467
NM_001011630.1	630	287.973	78825	68700.4
NM_001011631.1	1741	1359.81	11	2.0303
NM_001011633.1	1533	1151.81	27	5.88341
NM_001011635.1	1447	1065.81	2438	574.116
NM_001011636.1	570	241.701	525	545.164
NM_001011637.1	1369	987.813	0	0
NM_001011638.1	584	252.222	3	2.98528
NM_001011640.1	991	610.012	11	4.52586
NM_001011641.1	970	589.552	703	299.282
NM_001011643.1	2378	1996.81	1115	140.147
NM_001011577.1	2389	2007.81	265	33.1261
NM_001011650.1	2242	1860.81	22	2.96734
NM_001011634.2	3754	3372.81	36	2.67891
NM_001012429.1	672	321.964	10686	8330.2
