target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	917.834	1779	192.051
NM_001011562.1	863	532.929	14	2.60293
NM_001011566.1	1503	1169.83	51	4.31966
NM_001011563.1	2084	1750.83	93	5.2631
NM_001011568.1	2077	1743.83	15	0.852295
NM_001011565.1	3023	2689.83	47.0056	1.73152
NM_001011570.1	582	278.764	3406	1210.63
NM_001011567.1	4030	3696.83	129	3.45751
NM_001011572.1	2346	2012.83	10547	519.188
NM_001011574.1	1940	1606.83	702	43.2882
NM_001011571.1	2093	1759.83	0	0
NM_001011576.1	1195	861.834	2970	341.457
NM_001011573.1	3160	2826.83	335	11.7422
NM_001011579.1	1430	1096.83	2381	215.091
NM_001011575.1	2163	1829.83	291	15.7574
NM_001011581.1	2439	2105.83	157	7.38719
NM_001011578.1	5441	5107.83	2	0.0387969
NM_001011580.1	1544	1210.83	46	3.76424
NM_001011585.1	1638	1304.83	684	51.9403
NM_001011582.1	356	129.73	554	423.129
NM_001011587.1	496	211.445	493	231.022
NM_001011584.1	1606	1272.83	0	0
NM_001011589.1	624	314.219	877	276.548
NM_001011586.1	2205	1871.83	78	4.12887
NM_001011591.1	584	280.441	2	0.706629
NM_001011588.1	724	402.829	0	0
NM_001011593.1	548	250.962	3	1.18445
NM_001011590.1	574	272.195	0	0
NM_001011595.1	2818	2484.83	493	19.6586
NM_001011592.1	1590	1256.83	802	63.2266
NM_001011597.1	2673	2339.83	534	22.6131
NM_001011594.1	4195	3861.83	108	2.77098
NM_001011599.1	1942	1608.83	175	10.7778
NM_001011596.1	4100	3766.83	69	1.815
NM_001011601.1	1830	1496.83	110	7.28153
NM_001011598.1	1624	1290.83	2706	207.712
NM_001011603.1	1683	1349.83	2799	205.459
NM_001011600.1	2052	1718.83	87	5.01521
NM_001011605.1	1448	1114.83	116	10.3098
NM_001011602.1	2795	2461.83	337	13.5636
NM_001011606.1	1757	1423.83	38	2.6444
NM_001011608.1	1873	1539.83	6394	411.436
NM_001011612.1	304	102.815	0	0
NM_001011613.1	710	389.864	5	1.27075
NM_001011610.1	1612	1278.83	21	1.62708
NM_001011614.1	688	369.922	1	0.267851
NM_001011615.1	664	348.88	5	1.42003
NM_001011617.1	374	133.717	3	2.22299
NM_001011618.1	523	231.259	0	0
NM_001011619.1	1559	1225.83	8.04353	0.650157
NM_001011620.1	957	624.294	1	0.158714
NM_001011621.1	3254	2920.83	13.0061	0.441209
NM_001011622.1	1529	1195.83	104	8.6172
NM_001011623.1	3376	3042.83	39	1.26996
NM_001011624.1	4969	4635.83	102	2.1801
NM_001011627.1	2520	2186.83	6	0.271856
NM_001011629.1	14440	14106.8	746.64	5.24427
NM_001011630.1	630	318.956	142819	44366.9
NM_001011631.1	1741	1407.83	20	1.40761
NM_001011633.1	1533	1199.83	88	7.26717
NM_001011635.1	1447	1113.83	5413	481.528
NM_001011636.1	570	269.029	1846	679.885
NM_001011637.1	1369	1035.83	0	0
NM_001011638.1	584	280.441	0	0
NM_001011640.1	991	657.878	13	1.95795
NM_001011641.1	970	637.136	1059	164.69
NM_001011643.1	2378	2044.83	2350	113.871
NM_001011577.1	2389	2055.83	536	25.8333
NM_001011650.1	2242	1908.83	75	3.89311
NM_001011634.2	3754	3420.83	94	2.7227
NM_001012429.1	672	355.946	32452	9033.6
NM_001012627.1	3153	2819.83	342	12.0173
NM_001012615.1	1097	763.834	736	95.4734
NM_001012962.1	3606	3272.83	76	2.30088
NM_001012963.1	502	215.67	22	10.1073
NM_001013006.1	2991	2657.83	78	2.90784
NM_001013361.1	4113	3779.83	32	0.838843
NM_001014429.1	1427	1093.83	46	4.16687
NM_001014430.1	438	171.607	31	17.899
NM_001014983.1	3250	2916.83	51	1.73246
NM_001014991.1	7242	6908.83	422.318	6.05673
NM_001014993.1	1386	1052.83	1686	158.672
NM_001014994.1	1892	1558.83	716	45.511
NM_001024697.1	1793	1459.83	1	0.0678735
NM_001032361.1	3585	3251.83	213	6.49015
NM_001039968.1	1349	1015.83	37.271	3.63539
NM_001040231.1	363	133.384	0	0
NM_001040233.1	1647	1313.83	21	1.58373
NM_001040230.1	13107	12773.8	719	5.57713
NM_001040234.1	1500	1166.83	0	0
NM_001040208.1	582	278.764	0	0
NM_001040204.1	793	465.97	2679	569.663
NM_001040203.1	644	331.397	1396	417.389
NM_001040205.1	698	378.892	7	1.83057
NM_001040207.1	1179	845.834	197	23.0773
NM_001040206.1	682	364.763	62	16.8416
NM_001040220.1	483	202.271	0	0
