target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	886.375	1187	192.225
NM_001011562.1	863	503.263	2	0.570443
NM_001011566.1	1503	1138.37	152	19.1662
NM_001011563.1	2084	1719.37	68	5.67696
NM_001011568.1	2077	1712.37	23	1.928
NM_001011565.1	3023	2658.37	44.056	2.37884
NM_001011570.1	582	261.777	2262	1240.33
NM_001011567.1	4030	3665.37	79	3.09376
NM_001011572.1	2346	1981.37	4396	318.47
NM_001011574.1	1940	1575.37	295	26.8792
NM_001011571.1	2093	1728.37	1	0.08305
NM_001011576.1	1195	830.375	2962	512.022
NM_001011573.1	3160	2795.37	350	17.9724
NM_001011579.1	1430	1065.37	4240	571.269
NM_001011575.1	2163	1798.37	312	24.903
NM_001011581.1	2439	2074.37	68	4.70543
NM_001011578.1	5441	5076.37	15	0.424146
NM_001011580.1	1544	1179.37	126	15.3354
NM_001011585.1	1638	1273.37	564	63.577
NM_001011582.1	356	124.2	720	832.124
NM_001011587.1	496	199.311	408	293.837
NM_001011584.1	1606	1241.37	0	0
NM_001011589.1	624	295.259	662	321.834
NM_001011586.1	2205	1840.37	49	3.82179
NM_001011591.1	584	263.429	1	0.544896
NM_001011588.1	724	379.006	0	0
NM_001011593.1	548	235.867	4	2.43428
NM_001011590.1	574	255.656	0	0
NM_001011595.1	2818	2453.37	398	23.2861
NM_001011592.1	1590	1225.37	605	70.8702
NM_001011597.1	2673	2308.37	409	25.4328
NM_001011594.1	4195	3830.37	54.9392	2.05882
NM_001011599.1	1942	1577.37	106	9.64603
NM_001011596.1	4100	3735.37	113	4.34232
NM_001011601.1	1830	1465.37	430	42.1209
NM_001011598.1	1624	1259.37	1402	159.798
NM_001011603.1	1683	1318.37	1854	201.859
NM_001011600.1	2052	1687.37	74	6.29503
NM_001011605.1	1448	1083.37	35	4.63732
NM_001011602.1	2795	2430.37	195	11.517
NM_001011606.1	1757	1392.37	20	2.06182
NM_001011608.1	1873	1508.37	3658	348.106
NM_001011612.1	304	99.0752	0	0
NM_001011613.1	710	366.717	5	1.95712
NM_001011610.1	1612	1247.37	92	10.5869
NM_001011614.1	688	347.599	3	1.23886
NM_001011615.1	664	328.263	19	8.30825
NM_001011617.1	374	127.427	4	4.50585
NM_001011618.1	523	217.667	0	0
NM_001011619.1	1559	1194.37	1	0.120181
NM_001011620.1	957	593.386	3	0.725707
NM_001011621.1	3254	2889.37	20	0.993582
NM_001011622.1	1529	1164.37	124	15.2864
NM_001011623.1	3376	3011.37	29	1.38233
NM_001011624.1	4969	4604.37	66	2.05755
NM_001011627.1	2520	2155.37	4	0.266388
NM_001011629.1	14440	14075.4	634.529	6.47096
NM_001011630.1	630	299.819	91648	43877.4
NM_001011631.1	1741	1376.37	12	1.25147
NM_001011633.1	1533	1168.37	49	6.01993
NM_001011635.1	1447	1082.37	4068	539.487
NM_001011636.1	570	252.56	1421	807.62
NM_001011637.1	1369	1004.37	0	0
NM_001011638.1	584	263.429	2	1.08979
NM_001011640.1	991	626.54	123	28.1795
NM_001011641.1	970	606.026	815	193.039
NM_001011643.1	2378	2013.37	1667	118.847
NM_001011577.1	2389	2024.37	361	25.5973
NM_001011650.1	2242	1877.37	26	1.98792
NM_001011634.2	3754	3389.37	104	4.40445
NM_001012429.1	672	334.665	16667	7148.67
NM_001012627.1	3153	2788.37	197	10.1413
NM_001012615.1	1097	732.375	693	135.824
NM_001012962.1	3606	3241.37	89	3.94129
