target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	1202	5584	626.455
NM_001011562.1	863	814	0	0
NM_001011566.1	1503	1454	286	26.5247
NM_001011563.1	2084	2035	229	15.1747
NM_001011568.1	2077	2028	0	0
NM_001011565.1	3023	2974	0	0
NM_001011570.1	582	533	3323	840.722
NM_001011567.1	4030	3981	2	0.0677465
NM_001011572.1	2346	2297	11	0.645775
NM_001011574.1	1940	1891	0	0
NM_001011571.1	2093	2044	0	0
NM_001011576.1	1195	1146	1	0.11767
NM_001011573.1	3160	3111	39	1.69049
NM_001011579.1	1430	1381	3	0.292939
NM_001011575.1	2163	2114	92.3439	5.89051
NM_001011581.1	2439	2390	9	0.507801
NM_001011578.1	5441	5392	0	0
NM_001011580.1	1544	1495	19	1.71381
NM_001011585.1	1638	1589	8	0.678915
NM_001011582.1	356	307	27	11.8597
NM_001011587.1	496	447	5564	1678.53
NM_001011584.1	1606	1557	0	0
NM_001011589.1	624	575	1	0.234521
NM_001011586.1	2205	2156	1080	67.5498
NM_001011591.1	584	535	0	0
NM_001011588.1	724	675	0	0
NM_001011593.1	548	499	0	0
NM_001011590.1	574	525	0	0
NM_001011595.1	2818	2769	1	0.0486997
NM_001011592.1	1590	1541	1228	107.46
NM_001011597.1	2673	2624	12	0.61669
NM_001011594.1	4195	4146	1	0.0325252
NM_001011599.1	1942	1893	0	0
NM_001011596.1	4100	4051	1	0.0332879
NM_001011601.1	1830	1781	2	0.151431
NM_001011598.1	1624	1575	0	0
NM_001011603.1	1683	1634	1192	98.3724
NM_001011600.1	2052	2003	54	3.63548
NM_001011605.1	1448	1399	101	9.73538
NM_001011602.1	2795	2746	10	0.491076
NM_001011606.1	1757	1708	1	0.0789517
NM_001011608.1	1873	1824	725	53.5997
NM_001011612.1	304	255	2	1.05764
NM_001011613.1	710	661	1	0.204008
NM_001011610.1	1612	1563	2	0.172552
NM_001011614.1	688	639	0	0
NM_001011615.1	664	615	7	1.53487
NM_001011617.1	374	325	10	4.14921
NM_001011618.1	523	474	0	0
NM_001011619.1	1559	1510	0	0
NM_001011620.1	957	908	174	25.8412
NM_001011621.1	3254	3205	1.61495	0.0679485
NM_001011622.1	1529	1480	0	0
NM_001011623.1	3376	3327	0	0
NM_001011624.1	4969	4920	1	0.0274084
NM_001011627.1	2520	2471	165	9.00452
NM_001011629.1	14440	14391	1.02068	0.00956422
NM_001011630.1	630	581	1103	256.005
NM_001011631.1	1741	1692	5	0.398491
NM_001011633.1	1533	1484	0	0
NM_001011635.1	1447	1398	543	52.3772
NM_001011636.1	570	521	2978	770.79
NM_001011637.1	1369	1320	79	8.07054
NM_001011638.1	584	535	0	0
NM_001011640.1	991	942	1851	264.975
NM_001011641.1	970	921	239	34.9935
NM_001011643.1	2378	2329	32	1.8528
NM_001011577.1	2389	2340	507	29.2174
NM_001011650.1	2242	2193	0	0
NM_001011634.2	3754	3705	4	0.145586
NM_001012429.1	672	623	199.841	43.2559
NM_001012627.1	3153	3104	0	0
NM_001012615.1	1097	1048	6	0.772039
NM_001012962.1	3606	3557	17	0.644487
NM_001012963.1	502	453	0	0
NM_001013006.1	2991	2942	0	0
NM_001013361.1	4113	4064	0	0
NM_001014429.1	1427	1378	0	0
NM_001014430.1	438	389	467	161.889
NM_001014983.1	3250	3201	0	0
NM_001014991.1	7242	7193	4.05059	0.0759377
NM_001014993.1	1386	1337	4314	435.109
NM_001014994.1	1892	1843	1935	141.581
NM_001024697.1	1793	1744	1	0.0773219
NM_001032361.1	3585	3536	97	3.69921
NM_001039968.1	1349	1300	0	0
NM_001040231.1	363	314	0	0
NM_001040233.1	1647	1598	7721	651.547
NM_001040230.1	13107	13058	13	0.13425
NM_001040234.1	1500	1451	0	0
NM_001040208.1	582	533	2462	622.888
NM_001040204.1	793	744	58	10.5125
NM_001040203.1	644	595	0	0
NM_001040205.1	698	649	2	0.415561
NM_001040207.1	1179	1130	30	3.58007
NM_001040206.1	682	633	23.2216	4.94695
NM_001040220.1	483	434	0	0
NM_001040221.1	459	410	3	0.986703
NM_001040209.1	588	539	2	0.500369
NM_001040224.1	399	350	145	55.8662
NM_001040229.1	453	404	1	0.333786
NM_001040223.1	555	506	55319	14742.6
NM_001040227.1	724	675	15.7784	3.15216
NM_001040225.1	407	358	0	0
NM_001040226.1	432	383	6	2.11252
NM_001040236.1	1767	1718	14	1.09889
NM_001040267.1	1895	1846	20	1.46099
NM_001040255.1	1893	1844	157	11.4812
NM_001040257.1	1554	1505	0	0
NM_001040258.1	1250	1201	5	0.561405
NM_001040265.1	1689	1640	24	1.97341
NM_001040263.1	1550	1501	2898	260.356
NM_001040256.1	767	718	20	3.75625
NM_001040259.1	1743	1694	16	1.27367
NM_001040264.1	1600	1551	361	31.3866
NM_001040270.1	509	460	0	0
NM_001040269.1	1397	1348	7.73805	0.774089
NM_001040277.1	2150	2101	647	41.5267
NM_001040681.1	2499	2450	86	4.73349
NM_001042458.1	1737	1688	0	0
NM_001042460.1	1794	1745	347	26.8153
NM_001077809.1	1344	1295	1	0.104131
NM_001077808.1	5328	5279	0	0
NM_001077812.1	1470	1421	0	0
NM_001077811.1	1287	1238	0	0
NM_001077810.1	354	305	3	1.32639
NM_001077813.1	3226	3177	329	13.9646
NM_001077815.1	1855	1806	0	0
NM_001077814.1	387	338	0	0
NM_001077816.1	1530	1481	0	0
NM_001077818.1	1707	1658	29	2.35865
NM_001077817.1	1194	1145	2	0.235545
NM_001077819.1	378	329	19	7.78766
NM_001077820.1	351	302	4	1.78609
NM_001077822.1	1533	1484	0	0
NM_001077824.1	1842	1793	0	0
NM_001077821.1	4097	4048	0	0
NM_001077825.1	1158	1109	12	1.45915
NM_001078661.1	315	266	0	0
NM_001079561.1	1701	1652	1	0.081628
NM_001079560.1	1607	1558	0	0
NM_001080110.1	2703	2654	0	0
NM_001080095.1	1590	1541	0	0
NM_001080094.2	2123	2074	35.0595	2.27954
NM_001080205.1	2713	2664	926	46.8733
NM_001083630.1	1713	1664	14	1.13455
NM_001085344.1	515	466	0	0
NM_001085345.1	1491	1442	1	0.0935156
NM_001085346.1	509	460	0	0
NM_001040266.2	1599	1550	0	0
NM_001011626.2	755	706	47	8.97723
NM_001040235.2	6077	6028	0	0
NM_001098232.1	1146	1097	29	3.56484
NM_001098218.1	2148	2099	34	2.18432
NM_001098220.1	1806	1757	0	0
NM_001040262.2	438	389	5	1.73328
NM_001098217.1	2187	2138	0	0
NM_001098219.1	2139	2090	0	0
NM_001098234.1	462	413	10.4164	3.40109
NM_001098228.1	1286	1237	32	3.48843
NM_001098214.1	1863	1814	31	2.30448
NM_001098229.1	1284	1235	104	11.3557
NM_001098221.1	1763	1714	0	0
NM_001098223.1	1436	1387	0	0
NR_003565.1	7091	7042	0	0
NR_003566.1	6861	6812	998	19.7563
NR_003567.1	17525	17476	3	0.0231488
NM_001077823.2	516	467	4	1.15503
NM_001098717.1	2199	2150	40	2.50883
NM_001101023.1	3033	2984	87	3.9316
NM_001104949.1	3122	3073	0	0
NM_001110764.1	2606	2557	7107	374.805
NM_001111255.1	2504	2455	0	0
NM_001112670.1	3330	3281	89	3.65791
NM_001112671.1	3001	2952	11.1621	0.509894
NM_001113285.1	2779	2730	0	0
NM_001113739.1	1509	1460	353	32.604
NM_001114188.1	1950	1901	0	0
NM_001114198.1	730	681	562.259	111.337
NM_001126244.1	1674	1625	0	0
NM_001131037.1	1164	1115	0	0
NM_001131038.1	2722	2673	239	12.0572
NM_001134227.1	1704	1655	25	2.037
NM_001134333.1	282	233	0	0
NM_001134371.1	591	542	605	150.524
NM_001134722.1	105	56	49	117.993
NM_001134668.1	2541	2492	2842	153.789
NM_001134669.1	584	535	0	0
NM_001134828.1	1495	1446	472.738	44.0861
NM_001134934.1	3281	3232	5	0.208616
NM_001134940.1	1464	1415	4	0.3812
NM_001134942.1	1621	1572	1010	86.6399
NM_001134943.1	1434	1385	0	0
NM_001134947.1	1760	1711	0	0
NM_001134948.1	3181	3132	5	0.215277
NM_001134949.1	3346	3297	309	12.6383
NM_001134950.1	2295	2246	0	0
NM_001011644.2	1200	1151	34.3236	4.02131
NM_001135735.1	1032	983	14333	1966.22
NM_001135905.1	488	439	425.866	130.815
NM_001135909.1	320	271	1850	920.559
NM_001136187.1	614	565	1376	328.412
NM_001136206.1	1002	953	2	0.283
NM_001136207.1	930	881	0	0
NM_001136208.1	1008	959	0	0
NM_001136209.1	1029	980	0	0
NM_001141964.1	2248	2199	20	1.22646
NM_001142436.1	1295	1246	1297	140.369
NM_001142461.1	824	775	194	33.7559
NM_001142561.1	1943	1894	28	1.99355
NM_001142609.1	1671	1622	440	36.5806
NM_001142637.1	999	950	0	0
NM_001142607.1	642	593	1	0.227402
NM_001142693.1	1386	1337	2	0.201719
NM_001112672.2	1701	1652	2269	185.214
NM_001143921.1	2102	2053	0	0
NM_001145738.1	2787	2738	0	0
NM_001145739.1	2553	2504	1	0.0538536
NM_001145736.1	2424	2375	0	0
NM_001145737.1	2433	2384	0	0
NM_001145740.1	3633	3584	4	0.150502
NM_001159303.1	1404	1355	256	25.4771
NM_001098215.2	2635	2586	0	0
NM_001160048.1	2747	2698	13714	685.443
NM_001160050.1	2417	2368	17693	1007.56
NM_001160052.1	2920	2871	17502	822.06
NM_001160064.1	2844	2795	35909	1732.49
NM_001160072.1	2237	2188	118	7.2725
NM_001160270.1	698	649	8356	1736.21
NM_001161787.1	927	878	2049	314.7
NM_001161831.1	683	634	3786	805.268
NM_001162398.1	165	116	127	147.637
NM_001162513.1	4073	4024	40	1.34045
NM_001162516.1	1758	1709	43	3.39294
NM_001163463.1	481	432	671	209.454
NM_001163715.1	854	805	34	5.69551
NM_001163716.1	900	851	65.6695	10.406
NM_001163717.1	2152	2103	154	9.87485
NM_001011616.2	680	631	5	1.06854
NM_001163712.1	1155	1106	134	16.338
NM_001163714.1	1566	1517	96	8.53365
NM_001110712.2	754	705	0	0
NM_001164008.1	2209	2160	9	0.561873
NM_001164810.1	871	822	2575	422.431
NM_001164809.1	503	454	623.973	185.336
NM_001165906.1	3754	3705	645.279	23.486
NM_001165905.1	6135	6086	10.6178	0.235263
NM_001165904.1	5715	5666	0	0
NM_001167709.1	732	683	0	0
NM_001167720.1	599	550	35	8.58133
NM_001167836.1	1455	1406	1	0.09591
NM_001167893.1	1135	1086	1	0.124171
NR_031508.1	87	38	0	0
NR_031509.1	83	34	0	0
NR_031510.1	77	28	0	0
NR_031511.1	107	58	0	0
NR_031512.1	89	40	0	0
NR_031513.1	92	43	0	0
NR_031514.1	85	36	0	0
NR_031515.1	102	53	0	0
NR_031516.1	91	42	0	0
NR_031517.1	84	35	0	0
NR_031518.1	84	35	0	0
NR_031519.1	92	43	3	9.4081
NR_031520.1	103	54	2	4.99442
