target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	827.918	4141	396.167
NM_001011562.1	863	454.523	6	1.04558
NM_001011566.1	1503	1079.92	23	1.68693
NM_001011563.1	2084	1660.92	84	4.00582
NM_001011568.1	2077	1653.92	18	0.862023
NM_001011565.1	3023	2599.92	45.0888	1.37363
NM_001011570.1	582	239.818	3416	1128.23
NM_001011567.1	4030	3606.92	48	1.05406
NM_001011572.1	2346	1922.92	3594	148.04
NM_001011574.1	1940	1516.92	26	1.3576
NM_001011571.1	2093	1669.92	0	0
NM_001011576.1	1195	771.918	4737	486.063
NM_001011573.1	3160	2736.92	464	13.4282
NM_001011579.1	1430	1006.92	515	40.5111
NM_001011575.1	2163	1739.92	556	25.3108
NM_001011581.1	2439	2015.92	71	2.78963
NM_001011578.1	5441	5017.92	4	0.0631389
NM_001011580.1	1544	1120.92	7	0.494635
NM_001011585.1	1638	1214.92	1334	86.97
NM_001011582.1	356	117.289	27	18.2334
NM_001011587.1	496	183.4	725	313.112
NM_001011584.1	1606	1182.92	0	0
NM_001011589.1	624	270.2	127	37.2288
NM_001011586.1	2205	1781.92	138	6.13412
NM_001011591.1	584	241.386	0	0
NM_001011588.1	724	345.243	0	0
NM_001011593.1	548	216.282	8	2.92974
NM_001011590.1	574	234.255	20	6.76241
NM_001011595.1	2818	2394.92	662	21.8941
NM_001011592.1	1590	1166.92	2012	136.568
NM_001011597.1	2673	2249.92	766	26.9664
NM_001011594.1	4195	3771.92	43	0.902956
NM_001011599.1	1942	1518.92	10	0.521466
NM_001011596.1	4100	3676.92	224	4.8253
NM_001011601.1	1830	1406.92	380	21.3932
NM_001011598.1	1624	1200.92	31	2.0446
NM_001011603.1	1683	1259.92	3577	224.873
NM_001011600.1	2052	1628.92	84	4.08452
NM_001011605.1	1448	1024.92	51	3.94132
NM_001011602.1	2795	2371.92	395	13.1904
NM_001011606.1	1757	1333.92	81	4.80968
NM_001011608.1	1873	1449.92	767	41.8998
NM_001011612.1	304	93.8802	0	0
NM_001011613.1	710	334.277	0	0
NM_001011610.1	1612	1188.92	60	3.99724
NM_001011614.1	688	316.7	0	0
NM_001011615.1	664	299.698	11	2.90717
NM_001011617.1	374	116.924	0	0
NM_001011618.1	523	199.836	0	0
NM_001011619.1	1559	1135.92	4.01617	0.280043
NM_001011620.1	957	537.044	9	1.32737
NM_001011621.1	3254	2830.92	21.013	0.587923
NM_001011622.1	1529	1105.92	5	0.358103
NM_001011623.1	3376	2952.92	21	0.563285
NM_001011624.1	4969	4545.92	111	1.93402
NM_001011627.1	2520	2096.92	112	4.23055
NM_001011629.1	14440	14016.9	412.204	2.32927
NM_001011630.1	630	273.768	208629	60360.5
NM_001011631.1	1741	1317.92	19	1.14189
NM_001011633.1	1533	1109.92	173	12.3457
NM_001011635.1	1447	1023.92	8929	690.714
NM_001011636.1	570	231.437	1032	353.19
NM_001011637.1	1369	945.918	0	0
NM_001011638.1	584	241.386	6	1.96879
NM_001011640.1	991	568.369	62	8.64017
NM_001011641.1	970	548.947	1581	228.119
NM_001011643.1	2378	1954.92	5373	217.695
NM_001011577.1	2389	1965.92	948	38.1947
NM_001011650.1	2242	1818.92	32	1.39347
NM_001011634.2	3754	3330.92	63	1.49809
NM_001012429.1	672	305.377	50565	13115.2
NM_001012627.1	3153	2729.92	363	10.5322
NM_001012615.1	1097	673.918	1102	129.519
NM_001012962.1	3606	3182.92	146	3.63319
NM_001012963.1	502	186.945	4	1.69475
NM_001013006.1	2991	2567.92	50	1.54223
NM_001013361.1	4113	3689.92	17	0.364916
NM_001014429.1	1427	1003.92	41	3.23479
NM_001014430.1	438	150.608	35	18.4069
NM_001014983.1	3250	2826.92	22	0.616411
NM_001014991.1	7242	6818.92	458	5.31999
NM_001014993.1	1386	962.918	1869	153.738
NM_001014994.1	1892	1468.92	1386	74.7354
NM_001024697.1	1793	1369.92	0	0
NM_001032361.1	3585	3161.92	231	5.78658
NM_001039968.1	1349	925.918	48	4.1061
NM_001040231.1	363	119.916	2	1.32104
NM_001040233.1	1647	1223.92	26	1.6826
NM_001040230.1	13107	12683.9	559.843	3.49602
NM_001040234.1	1500	1076.92	0	0
NM_001040208.1	582	239.818	0	0
NM_001040204.1	793	396.626	8756	1748.58
NM_001040203.1	644	284.344	3298	918.687
NM_001040205.1	698	324.463	0	0
NM_001040207.1	1179	755.918	27	2.82911
NM_001040206.1	682	312.348	15	3.80376
NM_001040220.1	483	175.867	0	0
NM_001040221.1	459	161.719	7	3.42845
NM_001040209.1	588	244.171	2	0.648779
NM_001040224.1	399	130.595	0	0
NM_001040229.1	453	158.914	0	0
NM_001040223.1	555	220.942	10	3.58495
NM_001040227.1	724	345.243	3	0.688267
NM_001040225.1	407	135.085	0	0
NM_001040226.1	432	147.69	11	5.89934
NM_001040236.1	1767	1343.92	367	21.6299
NM_001040267.1	1895	1471.92	2993	161.058
NM_001040255.1	1893	1469.92	156	8.40605
NM_001040257.1	1554	1130.92	135	9.45504
NM_001040258.1	1250	826.918	185.47	17.7653
NM_001040265.1	1689	1265.92	68	4.25465
NM_001040263.1	1550	1126.92	242	17.0092
NM_001040256.1	767	378.687	39	8.15727
NM_001040259.1	1743	1319.92	2	0.120017
NM_001040264.1	1600	1176.92	2	0.1346
NM_001040270.1	509	191.041	0	0
NM_001040269.1	1397	973.918	1078.83	87.7387
NM_001040277.1	2150	1726.92	160	7.33853
NM_001040681.1	2499	2075.92	154	5.87586
NM_001042458.1	1737	1313.92	670	40.3894
NM_001042460.1	1794	1370.92	303	17.5062
NM_001077809.1	1344	920.918	4674	402.002
NM_001077808.1	5328	4904.92	100	1.61484
NM_001077812.1	1470	1046.92	232	17.5524
NM_001077811.1	1287	863.918	97	8.89323
NM_001077810.1	354	116.298	911	620.449
NM_001077813.1	3226	2802.92	98	2.76934
NM_001077815.1	1855	1431.92	228	12.6118
NM_001077814.1	387	123.644	0	0
NM_001077816.1	1530	1106.92	20	1.43112
NM_001077818.1	1707	1283.92	17	1.04875
NM_001077817.1	1194	770.918	9	0.924687
NM_001077819.1	378	119.049	1000	665.326
NM_001077820.1	351	114.883	3	2.06836
NM_001077822.1	1533	1109.92	124	8.84894
NM_001077824.1	1842	1418.92	169	9.43387
NM_001077821.1	4097	3673.92	287	6.18747
NM_001077825.1	1158	734.918	13	1.40109
NM_001078661.1	315	99.4059	16	12.7488
NM_001079561.1	1701	1277.92	184	11.4045
NM_001079560.1	1607	1183.92	393	26.2925
NM_001080110.1	2703	2279.92	40	1.38964
NM_001080095.1	1590	1166.92	48	3.25808
NM_001080094.2	2123	1699.92	12	0.559131
NM_001080205.1	2713	2289.92	118	4.08153
NM_001083630.1	1713	1289.92	142	8.7194
NM_001085344.1	515	194.709	4	1.62718
NM_001085345.1	1491	1067.92	0	0
NM_001085346.1	509	191.041	15	6.21908
NM_001040266.2	1599	1175.92	57	3.83936
NM_001011626.2	755	369.724	757	162.173
NM_001040235.2	6077	5653.92	89	1.24681
NM_001098232.1	1146	722.918	2	0.21913
NM_001098218.1	2148	1724.92	5	0.229595
NM_001098220.1	1806	1382.92	17	0.973673
NM_001040262.2	438	150.608	7	3.68138
NM_001098217.1	2187	1763.92	0	0
NM_001098219.1	2139	1715.92	6	0.276959
NM_001098234.1	462	163.667	7	3.38763
NM_001098228.1	1286	862.918	2	0.183578
NM_001098214.1	1863	1439.92	424	23.3232
NM_001098229.1	1284	860.918	73	6.71617
NM_001098221.1	1763	1339.92	68	4.01968
NM_001098223.1	1436	1012.92	3	0.234589
NR_003565.1	7091	6667.92	331	3.93186
NR_003566.1	6861	6437.92	5405	66.4983
NR_003567.1	17525	17101.9	311	1.44038
NM_001077823.2	516	195.383	318	128.915
NM_001098717.1	2199	1775.92	0	0
NM_001101023.1	3033	2609.92	32	0.971144
NM_001104949.1	3122	2698.92	13	0.381517
NM_001110764.1	2606	2182.92	31	1.12482
NM_001111255.1	2504	2080.92	185	7.0417
NM_001112670.1	3330	2906.92	133	3.62393
