target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	837.918	4072	348.738
NM_001011562.1	863	464.88	9	1.3893
NM_001011566.1	1503	1089.92	50	3.29207
NM_001011563.1	2084	1670.92	92	3.95117
NM_001011568.1	2077	1663.92	51	2.19954
NM_001011565.1	3023	2609.92	40.0743	1.10187
NM_001011570.1	582	247.552	4085	1184.18
NM_001011567.1	4030	3616.92	109	2.16262
NM_001011572.1	2346	1932.92	3568	132.466
NM_001011574.1	1940	1526.92	85	3.99481
NM_001011571.1	2093	1679.92	2	0.0854348
NM_001011576.1	1195	781.918	5912	542.583
NM_001011573.1	3160	2746.92	785	20.5077
NM_001011579.1	1430	1016.92	3752	264.771
NM_001011575.1	2163	1749.92	713	29.2391
NM_001011581.1	2439	2025.92	87	3.0817
NM_001011578.1	5441	5027.92	30	0.428179
NM_001011580.1	1544	1130.92	80	5.07635
NM_001011585.1	1638	1224.92	1781	104.34
NM_001011582.1	356	122.996	121	70.5972
NM_001011587.1	496	189.966	932	352.073
NM_001011584.1	1606	1192.92	0	0
NM_001011589.1	624	278.412	81	20.8781
NM_001011586.1	2205	1791.92	124	4.96588
NM_001011591.1	584	248.988	1	0.288213
NM_001011588.1	724	353.231	0	0
NM_001011593.1	548	223.824	11	3.52678
NM_001011590.1	574	241.896	13	3.85662
NM_001011595.1	2818	2404.92	553	16.5013
NM_001011592.1	1590	1176.92	2125	129.57
NM_001011597.1	2673	2259.92	1072	34.0404
NM_001011594.1	4195	3781.92	103	1.95442
NM_001011599.1	1942	1528.92	66	3.09779
NM_001011596.1	4100	3686.92	369	7.18217
NM_001011601.1	1830	1416.92	2405	121.804
NM_001011598.1	1624	1210.92	2	0.118524
NM_001011603.1	1683	1269.92	3618	204.449
NM_001011600.1	2052	1638.92	81	3.54667
NM_001011605.1	1448	1034.92	64	4.43779
NM_001011602.1	2795	2381.92	412	12.4126
NM_001011606.1	1757	1343.92	49	2.61647
NM_001011608.1	1873	1459.92	1107	54.4142
NM_001011612.1	304	98.5378	0	0
NM_001011613.1	710	341.992	2	0.419669
NM_001011610.1	1612	1198.92	336	20.1114
NM_001011614.1	688	324.81	1	0.220934
NM_001011615.1	664	307.428	7	1.63398
NM_001011617.1	374	124.665	4	2.30254
NM_001011618.1	523	207.459	1	0.345908
NM_001011619.1	1559	1145.92	3.00261	0.188034
NM_001011620.1	957	547.2	7	0.918004
NM_001011621.1	3254	2840.92	56.3751	1.42404
NM_001011622.1	1529	1115.92	1	0.0643073
NM_001011623.1	3376	2962.92	28	0.678158
NM_001011624.1	4969	4555.92	121	1.90591
NM_001011627.1	2520	2106.92	93	3.16758
NM_001011629.1	14440	14026.9	998.196	5.10677
NM_001011630.1	630	282.145	191459	48696.4
NM_001011631.1	1741	1327.92	14	0.756571
NM_001011633.1	1533	1119.92	159	10.1883
NM_001011635.1	1447	1033.92	10410	722.533
NM_001011636.1	570	239.128	1246	373.921
NM_001011637.1	1369	955.918	0	0
NM_001011638.1	584	248.988	14	4.03499
NM_001011640.1	991	578.42	343	42.5543
NM_001011641.1	970	559.069	1633	209.611
NM_001011643.1	2378	1964.92	5724	209.049
NM_001011577.1	2389	1975.92	1038	37.6983
NM_001011650.1	2242	1828.92	60	2.35423
NM_001011634.2	3754	3340.92	117	2.51312
NM_001012429.1	672	313.516	47858	10954.4
NM_001012627.1	3153	2739.92	351	9.19311
NM_001012615.1	1097	683.918	1459	153.089
NM_001012962.1	3606	3192.92	202	4.54001
NM_001012963.1	502	193.792	15	5.55453
NM_001013006.1	2991	2577.92	96	2.67236
NM_001013361.1	4113	3699.92	26	0.504283
NM_001014429.1	1427	1013.92	139	9.83795
NM_001014430.1	438	156.196	55	25.2688
NM_001014983.1	3250	2836.92	47	1.1889
NM_001014991.1	7242	6828.92	632.642	6.64812
NM_001014993.1	1386	972.918	2351	173.408
NM_001014994.1	1892	1478.92	1515	73.5125
NM_001024697.1	1793	1379.92	0	0
NM_001032361.1	3585	3171.92	262	5.92751
NM_001039968.1	1349	935.918	42	3.22036
NM_001040231.1	363	125.736	0	0
NM_001040233.1	1647	1233.92	17	0.988679
NM_001040230.1	13107	12693.9	1896	10.7185
NM_001040234.1	1500	1086.92	1.01185	0.0668055
NM_001040208.1	582	247.552	0	0
NM_001040204.1	793	406.014	8771	1550.25
NM_001040203.1	644	292.726	3371	826.4
NM_001040205.1	698	332.29	16	3.45537
NM_001040207.1	1179	765.918	1141	106.905
NM_001040206.1	682	320.617	341	76.3239
NM_001040220.1	483	182.287	0	0
NM_001040221.1	459	167.89	15	6.41151
