target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	1202	2396	349.108
NM_001011562.1	863	814	1	0.215156
NM_001011566.1	1503	1454	73	8.79297
NM_001011563.1	2084	2035	2281	196.308
NM_001011568.1	2077	2028	0	0
NM_001011565.1	3023	2974	0	0
NM_001011570.1	582	533	2577	846.768
NM_001011567.1	4030	3981	0	0
NM_001011572.1	2346	2297	22	1.67741
NM_001011574.1	1940	1891	0	0
NM_001011571.1	2093	2044	0	0
NM_001011576.1	1195	1146	2	0.305649
NM_001011573.1	3160	3111	24	1.3511
NM_001011579.1	1430	1381	58	7.35549
NM_001011575.1	2163	2114	20.0538	1.66138
NM_001011581.1	2439	2390	18	1.31902
NM_001011578.1	5441	5392	2	0.0649617
NM_001011580.1	1544	1495	32	3.74875
NM_001011585.1	1638	1589	0	0
NM_001011582.1	356	307	12	6.84573
NM_001011587.1	496	447	3153	1235.36
NM_001011584.1	1606	1557	24	2.6996
NM_001011589.1	624	575	5	1.52293
NM_001011586.1	2205	2156	472	38.3416
NM_001011591.1	584	535	0	0
NM_001011588.1	724	675	0	0
NM_001011593.1	548	499	0	0
NM_001011590.1	574	525	0	0
NM_001011595.1	2818	2769	2	0.126498
NM_001011592.1	1590	1541	1029	116.947
NM_001011597.1	2673	2624	2	0.133488
NM_001011594.1	4195	4146	0	0
NM_001011599.1	1942	1893	1	0.0925181
NM_001011596.1	4100	4051	24	1.03759
NM_001011601.1	1830	1781	23	2.26173
NM_001011598.1	1624	1575	0	0
NM_001011603.1	1683	1634	773	82.8523
NM_001011600.1	2052	2003	465	40.6583
NM_001011605.1	1448	1399	18	2.25337
NM_001011602.1	2795	2746	1	0.0637788
NM_001011606.1	1757	1708	1	0.102539
NM_001011608.1	1873	1824	150	14.4027
NM_001011612.1	304	255	0	0
NM_001011613.1	710	661	3	0.794872
NM_001011610.1	1612	1563	5	0.560258
NM_001011614.1	688	639	0	0
NM_001011615.1	664	615	16	4.5564
NM_001011617.1	374	325	11	5.9277
NM_001011618.1	523	474	2	0.738973
NM_001011619.1	1559	1510	0	0
NM_001011620.1	957	908	133080	25668.7
NM_001011621.1	3254	3205	0	0
NM_001011622.1	1529	1480	12	1.42003
NM_001011623.1	3376	3327	0	0
NM_001011624.1	4969	4920	1	0.0355969
NM_001011627.1	2520	2471	180	12.7578
NM_001011629.1	14440	14391	0	0
NM_001011630.1	630	581	866	261.047
NM_001011631.1	1741	1692	2	0.207017
NM_001011633.1	1533	1484	0	0
NM_001011635.1	1447	1398	263	32.9477
NM_001011636.1	570	521	11555	3884.27
NM_001011637.1	1369	1320	11	1.45947
NM_001011638.1	584	535	0	0
NM_001011640.1	991	942	521	96.8644
NM_001011641.1	970	921	197	37.4614
NM_001011643.1	2378	2329	70	5.26388
NM_001011577.1	2389	2340	320	23.9503
NM_001011650.1	2242	2193	0	0
NM_001011634.2	3754	3705	34	1.60719
NM_001012429.1	672	623	62.8075	17.6563
NM_001012627.1	3153	3104	0	0
NM_001012615.1	1097	1048	1	0.167115
NM_001012962.1	3606	3557	14	0.689321
NM_001012963.1	502	453	0	0
NM_001013006.1	2991	2942	0	0
NM_001013361.1	4113	4064	0	0
NM_001014429.1	1427	1378	12	1.52514
NM_001014430.1	438	389	518	233.215
NM_001014983.1	3250	3201	0	0
NM_001014991.1	7242	7193	4.76219	0.115951
NM_001014993.1	1386	1337	1991	260.806
NM_001014994.1	1892	1843	1006	95.5982
NM_001024697.1	1793	1744	1	0.100422
NM_001032361.1	3585	3536	52	2.57554
NM_001039968.1	1349	1300	0	0
NM_001040231.1	363	314	0	0
NM_001040233.1	1647	1598	3726	408.36
NM_001040230.1	13107	13058	15	0.201183
NM_001040234.1	1500	1451	5.098	0.615332
NM_001040208.1	582	533	1714	563.198
NM_001040204.1	793	744	50	11.7699
NM_001040203.1	644	595	25	7.35869
NM_001040205.1	698	649	12	3.23827
NM_001040207.1	1179	1130	36	5.57958
NM_001040206.1	682	633	91.8018	25.3995
NM_001040220.1	483	434	0	0
NM_001040221.1	459	410	28	11.9606
NM_001040209.1	588	539	5	1.62464
NM_001040224.1	399	350	76	38.0297
NM_001040229.1	453	404	0	0
NM_001040223.1	555	506	51705	17896.1
NM_001040227.1	724	675	24.1982	6.27851
NM_001040225.1	407	358	0	0
NM_001040226.1	432	383	25	11.4319
NM_001040236.1	1767	1718	29	2.95632
NM_001040267.1	1895	1846	3	0.284621
NM_001040255.1	1893	1844	128	12.157
NM_001040257.1	1554	1505	0	0
NM_001040258.1	1250	1201	10	1.45826
NM_001040265.1	1689	1640	43	4.592
NM_001040263.1	1550	1501	1148	133.949
