target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	1078.33	55677	1150.53
NM_001011562.1	863	690.327	336	10.8457
NM_001011566.1	1503	1330.33	2342	39.2284
NM_001011563.1	2084	1911.33	491	5.72425
NM_001011568.1	2077	1904.33	1204	14.0882
NM_001011565.1	3023	2850.33	861.019	6.73116
NM_001011570.1	582	409.614	21329	1160.29
NM_001011567.1	4030	3857.33	1202	6.94369
NM_001011572.1	2346	2173.33	139025	1425.41
NM_001011574.1	1940	1767.33	1761	22.2031
NM_001011571.1	2093	1920.33	14.2337	0.165164
NM_001011576.1	1195	1022.33	16852	367.311
NM_001011573.1	3160	2987.33	22216	165.712
NM_001011579.1	1430	1257.33	2855.71	50.6101
NM_001011575.1	2163	1990.33	6772	75.8167
NM_001011581.1	2439	2266.33	1317	12.949
NM_001011578.1	5441	5268.33	120	0.507552
NM_001011580.1	1544	1371.33	1291.29	20.9824
NM_001011585.1	1638	1465.33	13801	209.869
NM_001011582.1	356	187.367	8941	1063.32
NM_001011587.1	496	324.074	8989	618.072
NM_001011584.1	1606	1433.33	0	0
NM_001011589.1	624	451.56	2685	132.495
NM_001011586.1	2205	2032.33	5364	58.8122
NM_001011591.1	584	411.614	6	0.324813
NM_001011588.1	724	551.387	15	0.606187
NM_001011593.1	548	375.78	56	3.32067
NM_001011590.1	574	401.664	17	0.9431
NM_001011595.1	2818	2645.33	4591	38.6723
NM_001011592.1	1590	1417.33	19197	301.811
NM_001011597.1	2673	2500.33	22286	198.613
NM_001011594.1	4195	4022.33	1606.71	8.90087
NM_001011599.1	1942	1769.33	227.479	2.86487
NM_001011596.1	4100	3927.33	3129	17.7534
NM_001011601.1	1830	1657.33	1266	17.0215
NM_001011598.1	1624	1451.33	600	9.21209
NM_001011603.1	1683	1510.33	90699	1338.15
NM_001011600.1	2052	1879.33	1884	22.3383
NM_001011605.1	1448	1275.33	15036	262.714
NM_001011602.1	2795	2622.33	1212	10.2988
NM_001011606.1	1757	1584.33	195	2.7426
NM_001011608.1	1873	1700.33	14810	194.086
NM_001011612.1	304	139.229	1	0.160046
NM_001011613.1	710	537.401	11559	479.284
NM_001011610.1	1612	1439.33	240	3.71556
NM_001011614.1	688	515.415	6	0.259398
NM_001011615.1	664	491.489	9795	444.081
NM_001011617.1	374	204.489	2242	244.308
NM_001011618.1	523	350.88	12	0.76207
NM_001011619.1	1559	1386.33	123.531	1.98556
NM_001011620.1	957	784.327	132	3.75015
NM_001011621.1	3254	3081.33	663.575	4.79871
NM_001011622.1	1529	1356.33	189.521	3.11361
NM_001011623.1	3376	3203.33	590	4.10415
NM_001011624.1	4969	4796.33	1030.17	4.78601
NM_001011627.1	2520	2347.33	829	7.86961
NM_001011629.1	14440	14267.3	9896.53	15.4566
NM_001011630.1	630	457.56	36393	1772.32
NM_001011631.1	1741	1568.33	306	4.34767
NM_001011633.1	1533	1360.33	198	3.24335
NM_001011635.1	1447	1274.33	121542	2125.29
NM_001011636.1	570	397.674	41998	2353.28
NM_001011637.1	1369	1196.33	137	2.55178
NM_001011638.1	584	411.614	52	2.81505
NM_001011640.1	991	818.327	160	4.35678
NM_001011641.1	970	797.327	1927	53.8539
