target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	1079.67	33938	846.279
NM_001011562.1	863	691.747	264	10.2748
NM_001011566.1	1503	1331.67	1402	28.3446
NM_001011563.1	2084	1912.67	427	6.01043
NM_001011568.1	2077	1905.67	616	8.70264
NM_001011565.1	3023	2851.67	695.282	6.56416
NM_001011570.1	582	411.028	15125	990.699
NM_001011567.1	4030	3858.67	776	5.41429
NM_001011572.1	2346	2174.67	90279	1117.66
NM_001011574.1	1940	1768.67	4425	67.3573
NM_001011571.1	2093	1921.67	12.165	0.170433
NM_001011576.1	1195	1023.67	12134	319.126
NM_001011573.1	3160	2988.67	17249	155.383
NM_001011579.1	1430	1258.67	5585	119.462
NM_001011575.1	2163	1991.67	5138	69.4536
NM_001011581.1	2439	2267.67	824	9.78285
NM_001011578.1	5441	5269.67	131	0.669277
NM_001011580.1	1544	1372.67	1926	37.7753
NM_001011585.1	1638	1466.67	7409	136.002
NM_001011582.1	356	188.459	48610	6944.26
NM_001011587.1	496	325.448	8476	701.177
NM_001011584.1	1606	1434.67	0	0
NM_001011589.1	624	452.941	3371	200.371
NM_001011586.1	2205	2033.67	4053	53.6555
NM_001011591.1	584	413.028	12	0.782203
NM_001011588.1	724	552.844	33	1.60705
NM_001011593.1	548	377.129	39	2.78414
NM_001011590.1	574	403.06	15	1.00193
NM_001011595.1	2818	2646.67	3124	31.7782
NM_001011592.1	1590	1418.67	16752	317.909
NM_001011597.1	2673	2501.67	14128	152.044
NM_001011594.1	4195	4023.67	736.542	4.92825
NM_001011599.1	1942	1770.67	688	10.4609
NM_001011596.1	4100	3928.67	2120	14.5281
NM_001011601.1	1830	1658.67	2332	37.8518
NM_001011598.1	1624	1452.67	751	13.9185
NM_001011603.1	1683	1511.67	41258	734.8
NM_001011600.1	2052	1880.67	1797	25.7249
NM_001011605.1	1448	1276.67	13582	286.42
NM_001011602.1	2795	2623.67	702	7.20354
NM_001011606.1	1757	1585.67	267	4.53332
NM_001011608.1	1873	1701.67	65080	1029.65
NM_001011612.1	304	140.189	0	0
NM_001011613.1	710	538.844	7520.99	375.776
NM_001011610.1	1612	1440.67	368	6.87704
NM_001011614.1	688	516.844	2	0.104181
NM_001011615.1	664	492.884	15268	833.979
NM_001011617.1	374	205.649	3666	479.935
NM_001011618.1	523	352.26	23	1.75785
NM_001011619.1	1559	1387.67	63.0981	1.22419
NM_001011620.1	957	785.717	91	3.11812
NM_001011621.1	3254	3082.67	347.173	3.03206
NM_001011622.1	1529	1357.67	2607	51.697
NM_001011623.1	3376	3204.67	372	3.1252
NM_001011624.1	4969	4797.67	651.222	3.6544
NM_001011627.1	2520	2348.67	890	10.202
NM_001011629.1	14440	14268.7	8029.52	15.1504
NM_001011630.1	630	458.932	32001	1877.3
NM_001011631.1	1741	1569.67	186	3.19024
NM_001011633.1	1533	1361.67	128	2.53079
NM_001011635.1	1447	1275.67	96813	2043.21
NM_001011636.1	570	399.06	41541	2802.57
NM_001011637.1	1369	1197.67	119	2.67503
NM_001011638.1	584	413.028	35	2.28143
NM_001011640.1	991	819.684	375	12.3169
NM_001011641.1	970	798.717	1568	52.8531
NM_001011643.1	2378	2206.67	19292	235.374
NM_001011577.1	2389	2217.67	4014	48.7302
NM_001011650.1	2242	2070.67	1567	20.374
NM_001011634.2	3754	3582.67	2289	17.2011
NM_001012429.1	672	500.854	94149	5060.83
NM_001012627.1	3153	2981.67	205	1.85102
NM_001012615.1	1097	925.668	3919	113.982
