target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	1202	3236	193.125
NM_001011562.1	863	814	4	0.352509
NM_001011566.1	1503	1454	70	3.45357
NM_001011563.1	2084	2035	29453	1038.25
NM_001011568.1	2077	2028	0	0
NM_001011565.1	3023	2974	0	0
NM_001011570.1	582	533	2935	395.017
NM_001011567.1	4030	3981	1	0.0180195
NM_001011572.1	2346	2297	362	11.3053
NM_001011574.1	1940	1891	0	0
NM_001011571.1	2093	2044	2.00034	0.0702034
NM_001011576.1	1195	1146	1	0.0625965
NM_001011573.1	3160	3111	18	0.415057
NM_001011579.1	1430	1381	3	0.155834
NM_001011575.1	2163	2114	138.024	4.68367
NM_001011581.1	2439	2390	27	0.810403
NM_001011578.1	5441	5392	2	0.0266082
NM_001011580.1	1544	1495	11	0.527821
NM_001011585.1	1638	1589	1	0.0451451
NM_001011582.1	356	307	10	2.33667
NM_001011587.1	496	447	13359	2143.88
NM_001011584.1	1606	1557	0	0
NM_001011589.1	624	575	0	0
NM_001011586.1	2205	2156	573	19.0652
NM_001011591.1	584	535	1	0.134085
NM_001011588.1	724	675	0	0
NM_001011593.1	548	499	0	0
NM_001011590.1	574	525	2	0.273279
NM_001011595.1	2818	2769	7	0.181347
NM_001011592.1	1590	1541	2721	126.666
NM_001011597.1	2673	2624	3	0.0820148
NM_001011594.1	4195	4146	0	0
NM_001011599.1	1942	1893	2	0.0757904
NM_001011596.1	4100	4051	10	0.177081
NM_001011601.1	1830	1781	11	0.443061
NM_001011598.1	1624	1575	2	0.0910929
NM_001011603.1	1683	1634	2988	131.179
NM_001011600.1	2052	2003	6580	235.657
NM_001011605.1	1448	1399	83	4.25594
NM_001011602.1	2795	2746	3	0.078371
NM_001011606.1	1757	1708	12	0.503997
NM_001011608.1	1873	1824	1126	44.2842
NM_001011612.1	304	255	1	0.281316
NM_001011613.1	710	661	0	0
NM_001011610.1	1612	1563	0	0
NM_001011614.1	688	639	0	0
NM_001011615.1	664	615	59	6.88195
NM_001011617.1	374	325	16	3.5316
NM_001011618.1	523	474	12	1.81609
NM_001011619.1	1559	1510	0	0
NM_001011620.1	957	908	1.26688e+06	100088
NM_001011621.1	3254	3205	2.00034	0.0447725
NM_001011622.1	1529	1480	0	0
NM_001011623.1	3376	3327	1	0.0215617
NM_001011624.1	4969	4920	27	0.393671
NM_001011627.1	2520	2471	275	7.98353
NM_001011629.1	14440	14391	2	0.00996951
NM_001011630.1	630	581	3046	376.087
NM_001011631.1	1741	1692	5	0.211985
NM_001011633.1	1533	1484	0	0
NM_001011635.1	1447	1398	271	13.9058
NM_001011636.1	570	521	45797	6305.71
NM_001011637.1	1369	1320	45	2.44553
NM_001011638.1	584	535	0	0
NM_001011640.1	991	942	9025	687.276
NM_001011641.1	970	921	600	46.7333
NM_001011643.1	2378	2329	32	0.985633
NM_001011577.1	2389	2340	304	9.3195
NM_001011650.1	2242	2193	0	0
NM_001011634.2	3754	3705	31	0.600217
NM_001012429.1	672	623	674.56	77.6726
NM_001012627.1	3153	3104	2	0.0462214
NM_001012615.1	1097	1048	12	0.8214
NM_001012962.1	3606	3557	14	0.282344
NM_001012963.1	502	453	0	0
NM_001013006.1	2991	2942	0	0
NM_001013361.1	4113	4064	0	0
