target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	1202	1699	212.928
NM_001011562.1	863	814	0	0
NM_001011566.1	1503	1454	103	10.6713
NM_001011563.1	2084	2035	82	6.07005
NM_001011568.1	2077	2028	0	0
NM_001011565.1	3023	2974	0	0
NM_001011570.1	582	533	1418	400.767
NM_001011567.1	4030	3981	2	0.0756799
NM_001011572.1	2346	2297	11	0.721397
NM_001011574.1	1940	1891	0	0
NM_001011571.1	2093	2044	0	0
NM_001011576.1	1195	1146	1	0.131449
NM_001011573.1	3160	3111	36	1.74319
NM_001011579.1	1430	1381	0	0
NM_001011575.1	2163	2114	46.5355	3.31606
NM_001011581.1	2439	2390	5	0.315148
NM_001011578.1	5441	5392	1	0.0279379
NM_001011580.1	1544	1495	2.30512	0.232271
NM_001011585.1	1638	1589	0	0
NM_001011582.1	356	307	30	14.7206
NM_001011587.1	496	447	4264	1436.99
NM_001011584.1	1606	1557	0	0
NM_001011589.1	624	575	0	0
NM_001011586.1	2205	2156	1112	77.696
NM_001011591.1	584	535	0	0
NM_001011588.1	724	675	0	0
NM_001011593.1	548	499	0	0
NM_001011590.1	574	525	0	0
NM_001011595.1	2818	2769	13	0.707234
NM_001011592.1	1590	1541	1464	143.114
NM_001011597.1	2673	2624	0	0
NM_001011594.1	4195	4146	0	0
NM_001011599.1	1942	1893	0	0
NM_001011596.1	4100	4051	12	0.446233
NM_001011601.1	1830	1781	1	0.0845822
NM_001011598.1	1624	1575	0	0
NM_001011603.1	1683	1634	805	74.2141
NM_001011600.1	2052	2003	39	2.9331
NM_001011605.1	1448	1399	24	2.58426
NM_001011602.1	2795	2746	3	0.164575
NM_001011606.1	1757	1708	0	0
NM_001011608.1	1873	1824	376	31.0532
NM_001011612.1	304	255	0	0
NM_001011613.1	710	661	4	0.911594
NM_001011610.1	1612	1563	0	0
NM_001011614.1	688	639	0	0
NM_001011615.1	664	615	18	4.409
NM_001011617.1	374	325	13	6.02564
NM_001011618.1	523	474	1	0.317808
NM_001011619.1	1559	1510	0	0
NM_001011620.1	957	908	678	112.483
