target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	1202	1156	152.916
NM_001011562.1	863	814	1	0.195333
NM_001011566.1	1503	1454	5	0.54677
NM_001011563.1	2084	2035	13224	1033.23
NM_001011568.1	2077	2028	0	0
NM_001011565.1	3023	2974	0	0
NM_001011570.1	582	533	1526	455.225
NM_001011567.1	4030	3981	0	0
NM_001011572.1	2346	2297	49	3.39183
NM_001011574.1	1940	1891	0	0
NM_001011571.1	2093	2044	0	0
NM_001011576.1	1195	1146	2	0.277488
NM_001011573.1	3160	3111	16	0.817747
NM_001011579.1	1430	1381	0	0
NM_001011575.1	2163	2114	56	4.21194
NM_001011581.1	2439	2390	4	0.26611
NM_001011578.1	5441	5392	2	0.0589765
NM_001011580.1	1544	1495	36	3.82878
NM_001011585.1	1638	1589	0	0
NM_001011582.1	356	307	3	1.55375
NM_001011587.1	496	447	2586	919.857
NM_001011584.1	1606	1557	1	0.10212
NM_001011589.1	624	575	0	0
NM_001011586.1	2205	2156	553	40.7827
NM_001011591.1	584	535	0	0
NM_001011588.1	724	675	1	0.235557
NM_001011593.1	548	499	0	0
NM_001011590.1	574	525	0	0
NM_001011595.1	2818	2769	2	0.114843
NM_001011592.1	1590	1541	1703	175.716
NM_001011597.1	2673	2624	0	0
NM_001011594.1	4195	4146	1	0.0383504
NM_001011599.1	1942	1893	0	0
NM_001011596.1	4100	4051	3	0.117749
NM_001011601.1	1830	1781	0	0
NM_001011598.1	1624	1575	0	0
NM_001011603.1	1683	1634	584	56.8277
NM_001011600.1	2052	2003	352	27.9422
NM_001011605.1	1448	1399	71	8.06937
NM_001011602.1	2795	2746	0	0
NM_001011606.1	1757	1708	4	0.372367
NM_001011608.1	1873	1824	206	17.9573
NM_001011612.1	304	255	2	1.24706
NM_001011613.1	710	661	2	0.481092
NM_001011610.1	1612	1563	3	0.305184
NM_001011614.1	688	639	0	0
NM_001011615.1	664	615	19	4.91222
NM_001011617.1	374	325	1	0.489233
NM_001011618.1	523	474	0	0
NM_001011619.1	1559	1510	0	0
NM_001011620.1	957	908	501306	87784.2
NM_001011621.1	3254	3205	0	0
NM_001011622.1	1529	1480	0	0
NM_001011623.1	3376	3327	0	0
NM_001011624.1	4969	4920	0	0
NM_001011627.1	2520	2471	232	14.9284
NM_001011629.1	14440	14391	4	0.0441945
NM_001011630.1	630	581	1062	290.635
NM_001011631.1	1741	1692	1	0.0939721
NM_001011633.1	1533	1484	0	0
NM_001011635.1	1447	1398	441	50.1569
NM_001011636.1	570	521	10477	3197.41
NM_001011637.1	1369	1320	8	0.963641
NM_001011638.1	584	535	0	0
NM_001011640.1	991	942	4283	722.93
NM_001011641.1	970	921	150	25.8959
NM_001011643.1	2378	2329	15	1.02405
NM_001011577.1	2389	2340	203	13.7937
NM_001011650.1	2242	2193	0	0
NM_001011634.2	3754	3705	13	0.557897
NM_001012429.1	672	623	95.9496	24.4881
NM_001012627.1	3153	3104	0	0
NM_001012615.1	1097	1048	3	0.455155
NM_001012962.1	3606	3557	19	0.849315
NM_001012963.1	502	453	0	0
NM_001013006.1	2991	2942	0	0
NM_001013361.1	4113	4064	0	0
NM_001014429.1	1427	1378	34	3.9231
NM_001014430.1	438	389	602	246.063
NM_001014983.1	3250	3201	0	0
NM_001014991.1	7242	7193	3.7095	0.0819983
NM_001014993.1	1386	1337	1255	149.249
NM_001014994.1	1892	1843	1425	122.939
NM_001024697.1	1793	1744	1	0.0911702
NM_001032361.1	3585	3536	25	1.12416
NM_001039968.1	1349	1300	0	0
NM_001040231.1	363	314	0	0
NM_001040233.1	1647	1598	2611	259.794
NM_001040230.1	13107	13058	7	0.0852355
NM_001040234.1	1500	1451	1	0.10958
NM_001040208.1	582	533	2488	742.202
NM_001040204.1	793	744	17	3.63308
NM_001040203.1	644	595	7	1.8706
NM_001040205.1	698	649	3	0.73498
NM_001040207.1	1179	1130	48	6.75401
NM_001040206.1	682	633	23	5.77728
NM_001040220.1	483	434	0	0
NM_001040221.1	459	410	10	3.87807
NM_001040209.1	588	539	0	0
NM_001040224.1	399	350	131	59.5117
NM_001040229.1	453	404	0	0
NM_001040223.1	555	506	94675	29749.8
NM_001040227.1	724	675	18	4.24002
NM_001040225.1	407	358	0	0
NM_001040226.1	432	383	18	7.47262
NM_001040236.1	1767	1718	170	15.7335
NM_001040267.1	1895	1846	1	0.0861326
NM_001040255.1	1893	1844	15	1.29339
NM_001040257.1	1554	1505	0	0
NM_001040258.1	1250	1201	4	0.529561
NM_001040265.1	1689	1640	7	0.678662
NM_001040263.1	1550	1501	1384	146.607
NM_001040256.1	767	718	13	2.87884
NM_001040259.1	1743	1694	9	0.84475
NM_001040264.1	1600	1551	172	17.6326
NM_001040270.1	509	460	0	0
NM_001040269.1	1397	1348	1.1506	0.135717
NM_001040277.1	2150	2101	301	22.7793
NM_001040681.1	2499	2450	97	6.29513
NM_001042458.1	1737	1688	0	0
NM_001042460.1	1794	1745	76	6.92496
NM_001077809.1	1344	1295	0	0
NM_001077808.1	5328	5279	1	0.0301195
NM_001077812.1	1470	1421	2	0.223787
NM_001077811.1	1287	1238	0	0
NM_001077810.1	354	305	5	2.60657
NM_001077813.1	3226	3177	150	7.50712
NM_001077815.1	1855	1806	11	0.968443
