target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	1202	12231	701.284
NM_001011562.1	863	814	24	2.032
NM_001011566.1	1503	1454	537	25.4534
NM_001011563.1	2084	2035	1877	63.5676
NM_001011568.1	2077	2028	1	0.0339835
NM_001011565.1	3023	2974	0	0
NM_001011570.1	582	533	5544	716.856
NM_001011567.1	4030	3981	4	0.0692475
NM_001011572.1	2346	2297	379	11.3714
NM_001011574.1	1940	1891	0	0
NM_001011571.1	2093	2044	0	0
NM_001011576.1	1195	1146	0	0
NM_001011573.1	3160	3111	3	0.0664595
NM_001011579.1	1430	1381	10	0.499048
NM_001011575.1	2163	2114	53	1.72785
NM_001011581.1	2439	2390	51	1.47065
NM_001011578.1	5441	5392	1	0.0127816
NM_001011580.1	1544	1495	104.43	4.81416
NM_001011585.1	1638	1589	10	0.433723
NM_001011582.1	356	307	95	21.3266
NM_001011587.1	496	447	19771	3048.3
NM_001011584.1	1606	1557	0	0
NM_001011589.1	624	575	3	0.359575
NM_001011586.1	2205	2156	743	23.7507
NM_001011591.1	584	535	1	0.12882
NM_001011588.1	724	675	0	0
NM_001011593.1	548	499	0	0
NM_001011590.1	574	525	0	0
NM_001011595.1	2818	2769	31	0.771569
NM_001011592.1	1590	1541	2859	127.864
NM_001011597.1	2673	2624	0	0
NM_001011594.1	4195	4146	0	0
NM_001011599.1	1942	1893	3	0.109221
NM_001011596.1	4100	4051	0	0
NM_001011601.1	1830	1781	1	0.0386965
NM_001011598.1	1624	1575	0	0
NM_001011603.1	1683	1634	9802	413.427
NM_001011600.1	2052	2003	6644	228.605
NM_001011605.1	1448	1399	154	7.58646
NM_001011602.1	2795	2746	5	0.125489
NM_001011606.1	1757	1708	0	0
NM_001011608.1	1873	1824	4183	158.052
NM_001011612.1	304	255	3.63297	0.981879
NM_001011613.1	710	661	0	0
NM_001011610.1	1612	1563	28	1.23463
NM_001011614.1	688	639	0	0
NM_001011615.1	664	615	18	2.01713
NM_001011617.1	374	325	5	1.06029
NM_001011618.1	523	474	0	0
NM_001011619.1	1559	1510	0	0
NM_001011620.1	957	908	16689	1266.72
NM_001011621.1	3254	3205	1.03917	0.0223458
NM_001011622.1	1529	1480	0	0
NM_001011623.1	3376	3327	6	0.12429
NM_001011624.1	4969	4920	7	0.0980549
NM_001011627.1	2520	2471	321	8.953
NM_001011629.1	14440	14391	5	0.023945
NM_001011630.1	630	581	2644	313.633
NM_001011631.1	1741	1692	11	0.448052
NM_001011633.1	1533	1484	0	0
NM_001011635.1	1447	1398	98	4.8312
NM_001011636.1	570	521	43124	5704.5
NM_001011637.1	1369	1320	239	12.4784
NM_001011638.1	584	535	0	0
NM_001011640.1	991	942	8233	602.342
NM_001011641.1	970	921	419	31.3538
NM_001011643.1	2378	2329	5	0.147957
NM_001011577.1	2389	2340	680	20.0276
NM_001011650.1	2242	2193	0	0
NM_001011634.2	3754	3705	19	0.353428
NM_001012429.1	672	623	803.687	88.9068
NM_001012627.1	3153	3104	0	0
NM_001012615.1	1097	1048	6	0.394572
NM_001012962.1	3606	3557	15	0.290632
NM_001012963.1	502	453	0	0
NM_001013006.1	2991	2942	4	0.093703
NM_001013361.1	4113	4064	0	0
NM_001014429.1	1427	1378	1	0.0500135
NM_001014430.1	438	389	994	176.106
NM_001014983.1	3250	3201	0	0
NM_001014991.1	7242	7193	12.4999	0.119766
NM_001014993.1	1386	1337	19628	1011.77
NM_001014994.1	1892	1843	3117	116.559
NM_001024697.1	1793	1744	0	0
NM_001032361.1	3585	3536	73	1.42281
NM_001039968.1	1349	1300	0	0
NM_001040231.1	363	314	0	0
NM_001040233.1	1647	1598	11243	484.888
NM_001040230.1	13107	13058	19	0.10028
NM_001040234.1	1500	1451	0	0
NM_001040208.1	582	533	8876	1147.69
NM_001040204.1	793	744	76	7.04007
NM_001040203.1	644	595	23	2.66408
NM_001040205.1	698	649	7	0.743343
