target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	931.483	1735	140.931
NM_001011562.1	863	545.361	25	3.46846
NM_001011566.1	1503	1183.48	41	2.62121
NM_001011563.1	2084	1764.48	67	2.87302
NM_001011568.1	2077	1757.48	27	1.16239
NM_001011565.1	3023	2703.48	19.0042	0.531871
NM_001011570.1	582	286.918	1631	430.108
NM_001011567.1	4030	3710.48	106	2.1615
NM_001011572.1	2346	2026.48	5995	223.834
NM_001011574.1	1940	1620.48	2242	104.682
NM_001011571.1	2093	1773.48	2	0.0853264
NM_001011576.1	1195	875.483	740	63.9535
NM_001011573.1	3160	2840.48	145	3.86239
NM_001011579.1	1430	1110.48	3784	257.822
NM_001011575.1	2163	1843.48	124	5.08936
NM_001011581.1	2439	2119.48	76	2.71309
NM_001011578.1	5441	5121.48	7	0.103415
NM_001011580.1	1544	1224.48	20	1.23583
NM_001011585.1	1638	1318.48	353	20.2573
NM_001011582.1	356	131.727	2206	1267.11
NM_001011587.1	496	217.76	516	179.289
NM_001011584.1	1606	1286.48	0	0
NM_001011589.1	624	322.803	1090	255.487
NM_001011586.1	2205	1885.48	38	1.5249
NM_001011591.1	584	288.637	1	0.262138
NM_001011588.1	724	413.083	1	0.183165
NM_001011593.1	548	258.751	2	0.58483
NM_001011590.1	574	280.298	1	0.269936
NM_001011595.1	2818	2498.48	236	7.14688
NM_001011592.1	1590	1270.48	538	32.0401
NM_001011597.1	2673	2353.48	271	8.71242
NM_001011594.1	4195	3875.48	78	1.52282
NM_001011599.1	1942	1622.48	274	12.7777
NM_001011596.1	4100	3780.48	59	1.18082
NM_001011601.1	1830	1510.48	160	8.01465
NM_001011598.1	1624	1304.48	4011	232.646
NM_001011603.1	1683	1363.48	1428	79.2427
NM_001011600.1	2052	1732.48	82	3.58118
NM_001011605.1	1448	1128.48	139	9.31967
NM_001011602.1	2795	2475.48	182	5.56278
NM_001011606.1	1757	1437.48	35	1.84224
NM_001011608.1	1873	1553.48	9732	473.998
NM_001011612.1	304	103.922	0	0
NM_001011613.1	710	399.99	1	0.189161
NM_001011610.1	1612	1292.48	23	1.34643
NM_001011614.1	688	379.522	5	0.996814
