target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	1202	2657	155.225
NM_001011562.1	863	814	16	1.38029
NM_001011566.1	1503	1454	68	3.28412
NM_001011563.1	2084	2035	17361	599.08
NM_001011568.1	2077	2028	0	0
NM_001011565.1	3023	2974	0	0
NM_001011570.1	582	533	3400	447.947
NM_001011567.1	4030	3981	33	0.582098
NM_001011572.1	2346	2297	292	8.92681
NM_001011574.1	1940	1891	0	0
NM_001011571.1	2093	2044	16.1937	0.556338
NM_001011576.1	1195	1146	0	0
NM_001011573.1	3160	3111	40	0.90289
NM_001011579.1	1430	1381	3	0.152546
NM_001011575.1	2163	2114	131.077	4.35406
NM_001011581.1	2439	2390	25	0.734542
NM_001011578.1	5441	5392	1	0.0130234
NM_001011580.1	1544	1495	13	0.610628
NM_001011585.1	1638	1589	1	0.0441927
NM_001011582.1	356	307	13	2.97358
NM_001011587.1	496	447	10490	1647.94
NM_001011584.1	1606	1557	0	0
NM_001011589.1	624	575	0	0
NM_001011586.1	2205	2156	720	23.4508
NM_001011591.1	584	535	0	0
NM_001011588.1	724	675	0	0
NM_001011593.1	548	499	0	0
NM_001011590.1	574	525	0	0
NM_001011595.1	2818	2769	7	0.177521
NM_001011592.1	1590	1541	2666	121.488
NM_001011597.1	2673	2624	5	0.133808
NM_001011594.1	4195	4146	0	0
NM_001011599.1	1942	1893	0	0
NM_001011596.1	4100	4051	5	0.0866727
NM_001011601.1	1830	1781	16	0.630857
NM_001011598.1	1624	1575	1	0.0445855
NM_001011603.1	1683	1634	2406	103.399
NM_001011600.1	2052	2003	4798	168.211
NM_001011605.1	1448	1399	35	1.75681
NM_001011602.1	2795	2746	3	0.0767177
NM_001011606.1	1757	1708	3	0.123341
NM_001011608.1	1873	1824	2260	87.0078
NM_001011612.1	304	255	0	0
NM_001011613.1	710	661	1	0.106236
NM_001011610.1	1612	1563	9	0.404351
NM_001011614.1	688	639	0	0
NM_001011615.1	664	615	54	6.16585
NM_001011617.1	374	325	20	4.32137
NM_001011618.1	523	474	0	0
NM_001011619.1	1559	1510	0	0
NM_001011620.1	957	908	965957	74704.5
NM_001011621.1	3254	3205	2.09988	0.0460089
NM_001011622.1	1529	1480	4	0.18979
NM_001011623.1	3376	3327	3	0.0633203
NM_001011624.1	4969	4920	6	0.0856369
NM_001011627.1	2520	2471	525	14.9197
NM_001011629.1	14440	14391	1.01521	0.00495382
NM_001011630.1	630	581	4108	496.511
NM_001011631.1	1741	1692	14	0.581035
NM_001011633.1	1533	1484	0	0
NM_001011635.1	1447	1398	467	23.4576
NM_001011636.1	570	521	27904	3761
NM_001011637.1	1369	1320	39	2.07475
NM_001011638.1	584	535	0	0
NM_001011640.1	991	942	8839	658.911
NM_001011641.1	970	921	946	72.1284
NM_001011643.1	2378	2329	24	0.72363
NM_001011577.1	2389	2340	440	13.2042
NM_001011650.1	2242	2193	0	0
NM_001011634.2	3754	3705	54	1.02348
NM_001012429.1	672	623	939.633	105.912
NM_001012627.1	3153	3104	0	0
NM_001012615.1	1097	1048	5	0.33503
NM_001012962.1	3606	3557	23	0.454066
NM_001012963.1	502	453	0	0
NM_001013006.1	2991	2942	0	0
NM_001013361.1	4113	4064	0	0
NM_001014429.1	1427	1378	62	3.15949
NM_001014430.1	438	389	1063	191.893
NM_001014983.1	3250	3201	0	0
NM_001014991.1	7242	7193	16.9452	0.165429
NM_001014993.1	1386	1337	4882	256.414
NM_001014994.1	1892	1843	1259	47.9706
NM_001024697.1	1793	1744	0	0
NM_001032361.1	3585	3536	63	1.25113
NM_001039968.1	1349	1300	0	0
NM_001040231.1	363	314	0	0
NM_001040233.1	1647	1598	6503	285.767
NM_001040230.1	13107	13058	58	0.311908
NM_001040234.1	1500	1451	20.8392	1.00853
NM_001040208.1	582	533	9001	1185.87
NM_001040204.1	793	744	33	3.1147
NM_001040203.1	644	595	6	0.708123
NM_001040205.1	698	649	1.00009	0.108211
NM_001040207.1	1179	1130	76	4.72291
NM_001040206.1	682	633	46.7428	5.18544
NM_001040220.1	483	434	0	0
NM_001040221.1	459	410	6	1.02764
NM_001040209.1	588	539	0	0
NM_001040224.1	399	350	539	108.142
NM_001040229.1	453	404	0	0
NM_001040223.1	555	506	439262	60960.4
NM_001040227.1	724	675	17.2572	1.79532
NM_001040225.1	407	358	0	0
NM_001040226.1	432	383	16	2.93357
NM_001040236.1	1767	1718	289	11.8127
NM_001040267.1	1895	1846	41	1.55965
NM_001040255.1	1893	1844	50	1.90407
NM_001040257.1	1554	1505	7	0.326615
NM_001040258.1	1250	1201	40	2.33879
NM_001040265.1	1689	1640	59	2.52629
NM_001040263.1	1550	1501	2083	97.4503
NM_001040256.1	767	718	94	9.19344
NM_001040259.1	1743	1694	95	3.93808
NM_001040264.1	1600	1551	435	19.6948
NM_001040270.1	509	460	0	0
NM_001040269.1	1397	1348	8.64744	0.450477
NM_001040277.1	2150	2101	257	8.58977
NM_001040681.1	2499	2450	718	20.5794
NM_001042458.1	1737	1688	1	0.0416008
NM_001042460.1	1794	1745	358	14.4066
NM_001077809.1	1344	1295	8	0.433805
NM_001077808.1	5328	5279	0	0
NM_001077812.1	1470	1421	1	0.0494175
NM_001077811.1	1287	1238	0	0
NM_001077810.1	354	305	15	3.45355
NM_001077813.1	3226	3177	387	8.55398
NM_001077815.1	1855	1806	17	0.661007
NM_001077814.1	387	338	0	0
NM_001077816.1	1530	1481	0	0
NM_001077818.1	1707	1658	178	7.53894
NM_001077817.1	1194	1145	1	0.0613295
NM_001077819.1	378	329	33	7.04357
NM_001077820.1	351	302	6	1.39514
NM_001077822.1	1533	1484	0	0
NM_001077824.1	1842	1793	11	0.430811
NM_001077821.1	4097	4048	0	0
NM_001077825.1	1158	1109	1	0.0633203
NM_001078661.1	315	266	0	0
NM_001079561.1	1701	1652	5	0.212537
NM_001079560.1	1607	1558	0	0
NM_001080110.1	2703	2654	0	0
NM_001080095.1	1590	1541	0	0
NM_001080094.2	2123	2074	67.567	2.28771
NM_001080205.1	2713	2664	333	8.77778
NM_001083630.1	1713	1664	45	1.89904
NM_001085344.1	515	466	0	0
NM_001085345.1	1491	1442	3	0.146093
NM_001085346.1	509	460	0	0
NM_001040266.2	1599	1550	3	0.135914
NM_001011626.2	755	706	278	27.6512
NM_001040235.2	6077	6028	0	0
NM_001098232.1	1146	1097	150	9.60195
NM_001098218.1	2148	2099	79	2.64295
NM_001098220.1	1806	1757	0	0
NM_001040262.2	438	389	1	0.18052
NM_001098217.1	2187	2138	24	0.788276
NM_001098219.1	2139	2090	0	0
NM_001098234.1	462	413	4.00142	0.680361
NM_001098228.1	1286	1237	36	2.04365
NM_001098214.1	1863	1814	30	1.16134
NM_001098229.1	1284	1235	50	2.84301
NM_001098221.1	1763	1714	2	0.0819396
NM_001098223.1	1436	1387	0	0
NR_003565.1	7091	7042	0	0
NR_003566.1	6861	6812	9858	101.622
NR_003567.1	17525	17476	0	0
NM_001077823.2	516	467	42	6.31549
NM_001098717.1	2199	2150	8497	277.525
NM_001101023.1	3033	2984	12255	288.396
NM_001104949.1	3122	3073	7.73907	0.176848
NM_001110764.1	2606	2557	118378	3250.98
NM_001111255.1	2504	2455	8	0.22883
NM_001112670.1	3330	3281	34	0.727692
NM_001112671.1	3001	2952	75.1442	1.78753
NM_001113285.1	2779	2730	0	0
NM_001113739.1	1509	1460	1732	83.3047
NM_001114188.1	1950	1901	0	0
NM_001114198.1	730	681	21011.6	2166.64
NM_001126244.1	1674	1625	4	0.172855
NM_001131037.1	1164	1115	0	0
NM_001131038.1	2722	2673	97	2.54828
NM_001134227.1	1704	1655	24	1.01833
NM_001134333.1	282	233	1	0.301383
NM_001134371.1	591	542	1181	153.012
NM_001134722.1	105	56	262	328.54
NM_001134668.1	2541	2492	962	27.1083
NM_001134669.1	584	535	6	0.787539
NM_001134828.1	1495	1446	511.644	24.847
NM_001134934.1	3281	3232	23	0.499725
NM_001134940.1	1464	1415	25	1.24068
NM_001134942.1	1621	1572	1851	82.6853
NM_001134943.1	1434	1385	0	0
NM_001134947.1	1760	1711	0	0
NM_001134948.1	3181	3132	4	0.0896836
NM_001134949.1	3346	3297	710.696	15.137
NM_001134950.1	2295	2246	1	0.0312655
NM_001011644.2	1200	1151	15.4193	0.94073
NM_001135735.1	1032	983	15593	1113.91
NM_001135905.1	488	439	2197.36	351.489
NM_001135909.1	320	271	7564	1960
NM_001136187.1	614	565	4615	573.585
NM_001136206.1	1002	953	1	0.0736855
NM_001136207.1	930	881	0	0
NM_001136208.1	1008	959	0	0
NM_001136209.1	1029	980	0	0
NM_001141964.1	2248	2199	35.6567	1.13865
NM_001142436.1	1295	1246	2064	116.323
NM_001142461.1	824	775	331	29.9917
NM_001142561.1	1943	1894	37	1.37182
NM_001142609.1	1671	1622	469	20.3047
NM_001142637.1	999	950	2	0.147836
NM_001142607.1	642	593	1	0.118419
NM_001142693.1	1386	1337	2	0.105044
NM_001112672.2	1701	1652	1236	52.5392
NM_001143921.1	2102	2053	0	0
NM_001145738.1	2787	2738	6	0.153884
NM_001145739.1	2553	2504	0	0
NM_001145736.1	2424	2375	0	0
NM_001145737.1	2433	2384	0	0
NM_001145740.1	3633	3584	2	0.0391865
NM_001159303.1	1404	1355	957	49.5961
NM_001098215.2	2635	2586	4	0.108619
NM_001160048.1	2747	2698	4682	121.861
NM_001160050.1	2417	2368	15558	461.367
NM_001160052.1	2920	2871	16511	403.845
NM_001160064.1	2844	2795	15997	401.912
NM_001160072.1	2237	2188	557	17.8765
NM_001160270.1	698	649	10517	1137.95
NM_001161787.1	927	878	7204	576.174
NM_001161831.1	683	634	12719	1408.76
NM_001162398.1	165	116	467	282.705
NM_001162513.1	4073	4024	87.1423	1.52071
NM_001162516.1	1758	1709	65	2.67083
NM_001163463.1	481	432	1665	270.648
NM_001163715.1	854	805	2551	222.53
NM_001163716.1	900	851	367.566	30.3306
NM_001163717.1	2152	2103	257	8.5816
NM_001011616.2	680	631	6	0.667723
NM_001163712.1	1155	1106	111	7.04762
NM_001163714.1	1566	1517	71	3.2866
NM_001110712.2	754	705	39	3.88463
NM_001164008.1	2209	2160	56	1.82058
NM_001164810.1	871	822	1820.75	155.544
NM_001164809.1	503	454	341.601	52.8369
NM_001165906.1	3754	3705	466.73	8.84611
NM_001165905.1	6135	6086	5	0.0576916
NM_001165904.1	5715	5666	0	0
NM_001167709.1	732	683	1	0.102814
NM_001167720.1	599	550	130	16.598
NM_001167836.1	1455	1406	0	0
NM_001167893.1	1135	1086	1	0.0646614
NR_031508.1	87	38	0	0
NR_031509.1	83	34	0	0
NR_031510.1	77	28	0	0
NR_031511.1	107	58	0	0
NR_031512.1	89	40	0	0
NR_031513.1	92	43	0	0
NR_031514.1	85	36	0	0
NR_031515.1	102	53	0	0
NR_031516.1	91	42	0	0
NR_031517.1	84	35	0	0
NR_031518.1	84	35	0	0
NR_031519.1	92	43	0	0
NR_031520.1	103	54	3	3.90124
NR_031521.1	92	43	0	0
NR_031522.1	89	40	0	0
NR_031523.1	84	35	0	0
NR_031524.1	90	41	0	0
NR_031525.1	82	33	0	0
NR_031526.1	90	41	0	0
NR_031527.1	87	38	0	0
NR_031528.1	85	36	0	0
NR_031529.1	87	38	0	0
NR_031530.1	92	43	0	0
NR_031531.1	85	36	0	0
NM_001168336.1	1053	1004	469	32.803
NM_001168425.1	1144	1095	185	11.864
NM_001168700.1	993	944	0	0
NM_001011639.2	1806	1757	14	0.55954
NM_001170972.1	1128	1079	422	27.4641
NM_001170973.1	1131	1082	41018	2662.08
NM_001170974.1	1454	1405	1638	81.8676
NM_001171051.1	4101	4052	56	0.970495
NM_001171108.1	1209	1160	0	0
NM_001172378.1	1201	1152	21.9717	1.33933
NM_001172379.1	1114	1065	50	3.29682
NM_001172389.1	1026	977	11	0.790629
NM_001172403.1	1330	1281	3232.65	177.208
NM_001172404.1	2427	2378	2713	80.1148
NM_001172405.1	228	179	1901	745.768
NM_001172406.1	908	859	171.351	14.0078
NM_001172718.1	2641	2592	85.7388	2.32283
NM_001011628.2	1386	1337	2	0.105044
NM_001174139.1	720	671	0	0
NM_001174140.1	599	550	2	0.255354
NM_001174141.1	1037	988	91	6.46784
NM_001174142.1	773	724	0	0
NM_001174143.1	884	835	5994.02	504.088
NM_001174144.1	534	485	0	0
NM_001174145.1	871	822	0	0
NM_001177903.1	404	355	310	61.3208
NM_001177490.1	1091	1042	4759	320.717
NM_001178021.1	842	793	7020	621.639
NM_001178023.1	1095	1046	3536	237.386
NM_001178025.1	2265	2216	10206	323.415
NM_001178028.1	1029	980	655	46.9342
NM_001178047.1	1538	1489	3133	147.754
NM_001178027.1	830	781	12066	1084.89
NM_001178048.1	1331	1282	3787	207.435
NM_001178067.1	626	577	721	87.7474
NM_001178069.1	1627	1578	1641	73.0258
NM_001011611.2	369	320	0	0
NM_001185079.1	3029	2980	571	13.4553
NM_001185086.1	3029	2980	571	13.4553
NM_001185105.1	3075	3026	35	0.81222
NM_001161709.2	856	807	284	24.7127
NM_001185144.1	565	516	24196	3292.82
NM_001185145.1	1666	1617	1976	85.8127
NM_001190421.1	2277	2228	0	0
NM_001190814.1	460	411	3187	544.521
NM_001190921.1	1401	1352	67	3.47995
NM_001190920.1	1626	1577	489	21.7747
NM_001193290.1	1551	1502	59	2.7584
NR_034281.1	100	51	0	0
NR_034283.1	100	51	0	0
NR_034284.1	100	51	0	0
NR_034285.1	100	51	0	0
NR_034286.1	100	51	0	0
NR_034287.1	100	51	0	0
NR_034288.1	100	51	0	0
NR_034289.1	100	51	0	0
NR_034290.1	100	51	1	1.37691
NR_034291.1	100	51	0	0
NR_034292.1	100	51	0	0
NR_034293.1	100	51	0	0
NR_034294.1	100	51	0	0
NR_034295.1	100	51	0	0
NR_034296.1	100	51	0	0
NR_034297.1	100	51	0	0
NR_034298.1	100	51	0	0
NR_034299.1	100	51	0	0
NR_034300.1	100	51	0	0
NR_034301.1	100	51	0	0
NR_034302.1	100	51	0	0
NR_034303.1	100	51	0	0
NR_034304.1	100	51	0	0
NR_034305.1	100	51	0	0
NR_034306.1	100	51	2	2.75381
NR_034307.1	79	30	0	0
NR_034308.1	91	42	0	0
NR_034309.1	91	42	0	0
NR_034312.1	85	36	0	0
NR_034313.1	91	42	0	0
NR_034314.1	62	13	0	0
NR_034315.1	94	45	0	0
NR_034316.1	89	40	0	0
NR_034317.1	89	40	0	0
NM_001013359.2	1964	1915	211	7.73728
NM_001202460.1	1962	1913	0	0
NM_001204249.1	2202	2153	0	0
NM_001204751.1	3810	3761	11	0.205383
NM_001205062.1	1790	1741	483	19.4815
NR_034310.1	94	45	0	0
NR_034280.1	83	34	0	0
NR_034282.1	100	51	4	5.50763
NM_001205223.1	2006	1957	349	12.523
NM_001160405.2	2980	2931	452	10.8292
NM_001206467.1	2688	2639	324	8.62145
NM_001206466.1	2688	2639	324	8.62145
NM_001206970.1	1154	1105	607.655	38.6162
NM_001206969.1	2536	2487	397	11.2096
NM_001206973.1	2299	2250	77	2.40316
NM_001214904.1	3024	2975	677	15.98
NM_001220486.1	2644	2595	279	7.5499
NM_001220487.1	2747	2698	80	2.0822
NM_001242386.1	3284	3235	579	12.5684
NM_001242387.1	7402	7353	1989	18.9952
NM_001242432.1	2433	2384	1	0.0294556
NM_001242433.1	2514	2465	167	4.75745
NM_001242434.1	1729	1680	766.809	32.0518
NM_001242435.1	3041	2992	1169.19	27.4409
NM_001242436.1	2828	2779	3927	99.2309
NM_001242431.1	1343	1294	906	49.1664
NM_001242440.1	1971	1922	397.5	14.5231
NM_001242441.1	1971	1922	397.5	14.5231
NM_001242456.1	2803	2754	313	7.98096
NM_001242457.1	535	486	2165	312.821
NM_001242458.1	3602	3553	351	6.93724
NM_001242465.1	1635	1586	34.4077	1.52345
NM_001242467.1	1154	1105	1638	104.094
NM_001242468.1	2560	2511	309	8.64145
NM_001242469.1	571	522	9292	1250.01
NM_001242542.1	1798	1749	588	23.6082
NM_001242544.1	937	888	6687	528.802
NM_001242554.1	1848	1799	212	8.27522
NM_001242555.1	2075	2026	717.992	24.886
NM_001242556.1	1877	1828	808	31.0391
NM_001242557.1	1847	1798	108	4.21802
NM_001242513.1	1263	1214	2002	115.803
NM_001242514.1	1790	1741	1062	42.8352
NM_001242515.1	3238	3189	160	3.52322
NM_001242517.1	2333	2284	267	8.20899
NM_001242518.1	5170	5121	118	1.61809
NM_001242519.1	1741	1692	1594	66.155
NM_001242520.1	1212	1163	4163	251.363
NM_001242522.1	2268	2219	8087	255.92
NM_001242523.1	2658	2609	44	1.18428
NM_001242526.1	2334	2285	5379	165.307
NM_001242527.1	1268	1219	669	38.5387
NM_001242574.1	10144	10095	36.805	0.256021
NM_001242577.1	1283	1234	282	16.0475
NM_001242578.1	1330	1281	12	0.65782
NM_001242579.1	1701	1652	8269	351.494
NM_001242576.1	2969	2920	2941	70.7273
NM_001242656.1	1337	1288	24078	1312.74
NR_039428.1	108	59	0	0
NR_039429.1	138	89	1	0.789014
NR_039430.1	119	70	0	0
NR_039431.1	133	84	0	0
NR_039432.1	107	58	0	0
NR_039433.1	93	44	0	0
NR_039434.1	88	39	0	0
NR_039435.1	115	66	0	0
NR_039437.1	67	18	0	0
NR_039438.1	101	52	0	0
NR_039439.1	115	66	0	0
NR_039440.1	90	41	0	0
NR_039441.1	126	77	0	0
NR_039442.1	140	91	0	0
NR_039443.1	137	88	0	0
NR_039444.1	108	59	0	0
NR_039445.1	112	63	0	0
NR_039446.1	129	80	0	0
NR_039447.1	87	38	0	0
NR_039448.1	111	62	0	0
NR_039449.1	136	87	0	0
NR_039450.1	120	71	0	0
NR_039451.1	129	80	0	0
NR_039452.1	80	31	0	0
NR_039453.1	135	86	0	0
NR_039454.1	92	43	0	0
NR_039457.1	121	72	0	0
NR_039458.1	140	91	15	11.5751
NR_039460.1	135	86	0	0
NR_039461.1	125	76	1	0.923977
NR_039462.1	88	39	0	0
NR_039463.1	108	59	0	0
NR_039464.1	127	78	0	0
NR_039465.1	93	44	0	0
NR_039466.1	105	56	0	0
NR_039467.1	69	20	0	0
NR_039468.1	96	47	0	0
NR_039469.1	86	37	1	1.8979
NR_039470.1	122	73	0	0
NR_039471.1	129	80	0	0
NR_039472.1	126	77	0	0
NR_039473.1	97	48	0	0
NR_039474.1	125	76	0	0
NR_039476.1	103	54	0	0
NR_039477.1	87	38	0	0
NR_039478.1	114	65	0	0
NR_039479.1	110	61	0	0
NR_039480.1	135	86	0	0
NR_039481.1	118	69	0	0
NR_039483.1	91	42	0	0
NR_039484.1	126	77	0	0
NR_039485.1	104	55	1	1.27677
NR_039486.1	138	89	0	0
NR_039487.1	113	64	0	0
NR_039488.1	98	49	0	0
NR_039489.1	98	49	0	0
NR_039490.1	93	44	4	6.38384
NR_039491.1	127	78	11	9.90314
NR_039492.1	139	90	12	9.36296
NR_039493.1	125	76	5	4.61988
NR_039494.1	118	69	10	10.1771
NR_039495.1	137	88	0	0
NR_039496.1	116	67	0	0
NR_039497.1	81	32	0	0
NR_039498.1	93	44	0	0
NR_039499.1	127	78	1	0.900285
NR_039500.1	82	33	0	0
NR_039501.1	125	76	0	0
NR_039502.1	138	89	0	0
NR_039503.1	99	50	0	0
NR_039504.1	93	44	0	0
NR_039505.1	83	34	0	0
NR_039506.1	87	38	0	0
NR_039507.1	114	65	0	0
NR_039508.1	140	91	0	0
NR_039509.1	109	60	0	0
NR_039510.1	140	91	0	0
NR_039511.1	128	79	0	0
NR_039513.1	129	80	1	0.877778
NR_039514.1	66	17	0	0
NR_039515.1	119	70	0	0
NR_039516.1	87	38	0	0
NR_039517.1	96	47	0	0
NR_039518.1	94	45	0	0
NR_039519.1	103	54	0	0
NR_039521.1	136	87	0	0
NR_039522.1	103	54	0	0
NR_039523.1	73	24	0	0
NR_039524.1	95	46	0	0
NR_039525.1	107	58	0	0
NR_039528.1	108	59	0	0
NR_039530.1	135	86	0	0
NR_039532.1	82	33	0	0
NR_039533.1	135	86	0	0
NR_039534.1	86	37	1	1.8979
NR_039535.1	136	87	8	6.45722
NM_001242958.1	1544	1495	0	0
NM_001242959.1	1418	1369	3	0.153884
NM_001242960.1	1536	1487	0	0
NM_001242961.1	1364	1315	0	0
NM_001242962.1	1569	1520	0	0
NM_001242963.1	1352	1303	0	0
NM_001242964.1	1388	1339	0	0
NM_001242965.1	1354	1305	0	0
NM_001242966.1	1269	1220	0	0
NM_001242967.1	1354	1305	0	0
NM_001242968.1	1396	1347	0	0
NM_001242969.1	1242	1193	0	0
NM_001242970.1	1355	1306	0	0
NM_001242971.1	1446	1397	0	0
NM_001242972.1	1221	1172	0	0
NM_001242973.1	1221	1172	0	0
NM_001242975.1	1227	1178	0	0
NM_001242976.1	1231	1182	0	0
NM_001242977.1	1221	1172	13	0.778916
NM_001242978.1	1239	1190	0	0
NM_001242980.1	1227	1178	0	0
NM_001242981.1	1224	1175	0	0
NM_001242982.1	1230	1181	0	0
NM_001242983.1	5482	5433	1020	13.1836
NM_001242984.1	1194	1145	0	0
NM_001242985.1	1293	1244	0	0
NM_001242986.1	1226	1177	0	0
NM_001242988.1	1174	1125	0	0
NM_001242987.1	1176	1127	1	0.062309
NM_001242989.1	1203	1154	0	0
NM_001242990.1	1092	1043	5.64994	0.380394
NM_001242991.1	1092	1043	14	0.94258
NM_001242993.1	1574	1525	0	0
NM_001242994.1	1611	1562	4	0.179826
NM_001242998.1	1492	1443	1	0.0486641
NM_001242999.1	2663	2614	10	0.268639
NM_001242997.1	1195	1146	111.223	6.81529
NM_001115078.1	2659	2610	9	0.242146
NM_001040237.1	5107	5058	173	2.40183
NM_001037318.2	2515	2466	0	0
NM_001191048.2	6581	6532	2622	28.1878
NM_001246667.1	5073	5024	0	0
NM_001252019.1	6272	6223	12.0018	0.135432
NM_001252424.1	1575	1526	0	0
NM_001252426.1	1941	1892	0	0
NM_001252428.1	1113	1064	0	0
NM_001252430.1	1077	1028	17	1.16126
NM_001252432.1	1008	959	0	0
NM_001256032.1	3561	3512	0	0
NM_001256034.1	7969	7920	110	0.975309
NM_001256035.1	4018	3969	506	8.95249
NM_001256037.1	10767	10718	784	5.13661
NM_001256038.1	2047	1998	679	23.8643
NM_001256039.1	6033	5984	0	0
NM_001256040.1	10114	10065	26.1167	0.182213
NR_048934.1	127	78	1	0.900285
NM_001265585.1	1302	1253	116	6.50102
NM_001270813.1	928	879	49	3.91455
NM_001270814.1	496	447	0	0
NM_001270815.1	989	940	3134	234.124
NM_001270817.1	773	724	9	0.872928
NM_001270818.1	980	931	3	0.22628
NM_001270819.1	1615	1566	21	0.941677
NM_001270820.1	885	836	164	13.7757
NM_001270821.1	1558	1509	13	0.604963
NM_001270822.1	1840	1791	1	0.0392084
NM_001270823.1	804	755	0	0
NM_001270824.1	462	413	16381	2785.26
NM_001270825.1	865	816	3551	305.587
NM_001270826.1	1183	1134	0	0
NM_001270827.1	1201	1152	12	0.731482
NM_001270828.1	976	927	246	18.635
NM_001270829.1	1181	1132	4	0.248135
NM_001270830.1	1123	1074	253	16.5421
NM_001270831.1	750	701	313	31.3546
NM_001270832.1	765	716	13	1.27498
NM_001098224.2	1333	1284	42	2.29699
NM_001011625.2	1940	1891	4	0.14854
NM_001097154.2	1766	1717	13293.1	543.663
NM_001011564.2	1326	1277	264	14.5174
NM_001142656.2	710	661	329	34.9518
NM_001011632.2	2009	1960	0	0
NM_001011583.2	635	586	21954	2630.82
NM_001011604.3	685	636	13967	1542.13
NM_001123013.2	6157	6108	324	3.72495
NM_001276427.1	1431	1382	9250.38	470.031
NM_001277299.1	5618	5569	679	8.56184
NM_001277300.1	1954	1905	975	35.9405
NM_001277301.1	7263	7214	147	1.43092
NM_001278325.1	2201	2152	2	0.0652623
NM_001278326.1	3007	2958	26	0.617234
NM_001278327.1	2360	2311	290	8.81196
NM_001278328.1	1954	1905	2122	78.2213
NM_001278329.1	3778	3729	1082.57	20.3864
NM_001278330.1	3672	3623	1126	21.8245
NM_001278332.1	505	456	803	123.659
NM_001278331.1	6994	6945	423	4.27703
NM_001278333.1	1754	1705	628	25.8648
NM_001278334.1	2023	1974	2	0.0711471
NM_001278335.1	6666	6617	358.37	3.80316
NM_001278336.1	2762	2713	547	14.1583
NM_001278338.1	2410	2361	1	0.0297426
NM_001278679.1	2847	2798	260	6.5253
NM_001278680.1	597	548	520	66.6342
NM_001278681.1	3437	3388	9.02025	0.18696
NM_001278705.1	1379	1330	853	45.0373
NM_001278706.1	1900	1851	124	4.70424
NM_001278707.1	2937	2888	753	18.3093
XM_394141.4	2319	2270	740	22.8918
XM_006563213.1	1187	1138	42935.1	2649.38
XM_392138.5	1610	1561	66.1539	2.97596
XM_001120151.3	1346	1297	1270	68.7604
XM_006570705.1	2723	2674	1484	38.9715
XM_624412.4	1269	1220	344	19.8004
XM_006571257.1	1648	1599	1407	61.7903
XM_001121760.3	642	593	535	63.354
XM_392973.5	1533	1484	2312	109.403
XM_003249399.2	991	942	2767	206.268
XM_397367.5	733	684	2384.55	244.807
