target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	1081.79	47119	867.75
NM_001011562.1	863	693.81	627	18.004
NM_001011566.1	1503	1333.79	1568	23.4207
NM_001011563.1	2084	1914.79	713	7.41839
NM_001011568.1	2077	1907.79	856	8.93891
NM_001011565.1	3023	2853.79	839.016	5.85719
NM_001011570.1	582	413.112	17796	858.215
NM_001011567.1	4030	3860.79	1634	8.43174
NM_001011572.1	2346	2176.79	124011	1134.97
NM_001011574.1	1940	1770.79	13773	154.954
NM_001011571.1	2093	1923.79	10.1193	0.104794
NM_001011576.1	1195	1025.79	19715	382.895
NM_001011573.1	3160	2990.79	22801	151.883
NM_001011579.1	1430	1260.79	11610	183.456
NM_001011575.1	2163	1993.79	7632	76.2606
NM_001011581.1	2439	2269.79	1150	10.0938
NM_001011578.1	5441	5271.79	193	0.729358
NM_001011580.1	1544	1374.79	2411	34.9383
NM_001011585.1	1638	1468.79	12347	167.472
NM_001011582.1	356	190.405	361306	37804
NM_001011587.1	496	327.488	11180	680.124
NM_001011584.1	1606	1436.79	0	0
NM_001011589.1	624	455.013	6667	291.909
NM_001011586.1	2205	2035.79	6016	58.873
NM_001011591.1	584	415.112	8	0.383943
NM_001011588.1	724	554.84	19	0.682224
NM_001011593.1	548	379.241	46	2.41648
NM_001011590.1	574	405.163	11	0.540884
NM_001011595.1	2818	2648.79	7030	52.8748
NM_001011592.1	1590	1420.79	20029	280.848
NM_001011597.1	2673	2503.79	16718	133.023
NM_001011594.1	4195	4025.79	1238.23	6.1276
NM_001011599.1	1942	1772.79	2976	33.4439
NM_001011596.1	4100	3930.79	2640	13.3803
NM_001011601.1	1830	1660.79	2556	30.6611
NM_001011598.1	1624	1454.79	3723	50.984
NM_001011603.1	1683	1513.79	60365	794.44
NM_001011600.1	2052	1882.79	2417	25.575
NM_001011605.1	1448	1278.79	17100	266.402
NM_001011602.1	2795	2625.79	1129	8.56594
NM_001011606.1	1757	1587.79	195	2.44671
NM_001011608.1	1873	1703.79	128527	1502.86
NM_001011612.1	304	141.664	0	0
NM_001011613.1	710	540.854	18248	672.166
NM_001011610.1	1612	1442.79	341	4.70861
NM_001011614.1	688	518.88	4	0.15358
NM_001011615.1	664	494.931	74764	3009.46
NM_001011617.1	374	207.714	6823	654.412
NM_001011618.1	523	354.369	19	1.06817
NM_001011619.1	1559	1389.79	87.0455	1.24778
NM_001011620.1	957	787.81	137	3.4645
NM_001011621.1	3254	3084.79	561.258	3.62475
NM_001011622.1	1529	1359.79	5927	86.8369
NM_001011623.1	3376	3206.79	516	3.20568
NM_001011624.1	4969	4799.79	986.077	4.09289
NM_001011627.1	2520	2350.79	873	7.39847
NM_001011629.1	14440	14270.8	13260.8	18.5124
NM_001011630.1	630	460.991	37197	1607.52
NM_001011631.1	1741	1571.79	247	3.13072
NM_001011633.1	1533	1363.79	293	4.28017
NM_001011635.1	1447	1277.79	113874	1775.44
NM_001011636.1	570	401.163	54792	2721.06
NM_001011637.1	1369	1199.79	110	1.82654
NM_001011638.1	584	415.112	44	2.11168
NM_001011640.1	991	821.789	438	10.6183
NM_001011641.1	970	800.81	2192	54.5321
NM_001011643.1	2378	2208.79	21084	190.169
NM_001011577.1	2389	2219.79	5854	52.539
NM_001011650.1	2242	2072.79	2855	27.4405
NM_001011634.2	3754	3584.79	3250	18.0618
NM_001012429.1	672	502.931	127285	5042.08
NM_001012627.1	3153	2983.79	273	1.82279
NM_001012615.1	1097	927.789	4973	106.785
NM_001012962.1	3606	3436.79	11190	64.8662
NM_001012963.1	502	333.455	2446	146.137
NM_001013006.1	2991	2821.79	383	2.70405
NM_001013361.1	4113	3943.79	559	2.82383
NM_001014429.1	1427	1257.79	1305	20.6702
NM_001014430.1	438	270.14	216	15.9297
NM_001014983.1	3250	3080.79	172	1.11226
NM_001014991.1	7242	7072.79	3793.53	10.6855
NM_001014993.1	1386	1216.79	59137	968.245
NM_001014994.1	1892	1722.79	10237	118.381
NM_001024697.1	1793	1623.79	61	0.748413
NM_001032361.1	3585	3415.79	4388	25.5927
NM_001039968.1	1349	1179.79	76	1.28337
NM_001040231.1	363	197.112	18	1.81929
NM_001040233.1	1647	1477.79	838	11.2972
NM_001040230.1	13107	12937.8	61603.7	94.8611
NM_001040234.1	1500	1330.79	161.995	2.42513
NM_001040208.1	582	413.112	16	0.771603
NM_001040204.1	793	623.81	21730	693.983
NM_001040203.1	644	474.967	6045	253.556
NM_001040205.1	698	528.88	211	7.94815
NM_001040207.1	1179	1009.79	108	2.13076
NM_001040206.1	682	512.88	978	37.9895
NM_001040220.1	483	314.616	0	0
NM_001040221.1	459	290.811	547	37.473
NM_001040209.1	588	419.101	349	16.59
NM_001040224.1	399	231.879	3	0.257751
NM_001040229.1	453	284.89	76	5.31469
NM_001040223.1	555	386.212	34	1.75386
NM_001040227.1	724	554.84	392	14.0754
NM_001040225.1	407	239.642	1	0.083134
NM_001040226.1	432	264.213	572	43.1303
NM_001040236.1	1767	1597.79	15133	188.689
NM_001040267.1	1895	1725.79	18233	210.48
NM_001040255.1	1893	1723.79	1011	11.6844
NM_001040257.1	1554	1384.79	259	3.72612
NM_001040258.1	1250	1080.79	261.828	4.82632
NM_001040265.1	1689	1519.79	565	7.40638
NM_001040263.1	1550	1380.79	3910	56.4145
NM_001040256.1	767	597.825	211	7.03152
NM_001040259.1	1743	1573.79	3	0.0379766
NM_001040264.1	1600	1430.79	65	0.905063
NM_001040270.1	509	340.429	1	0.0585213
NM_001040269.1	1397	1227.79	5152.31	83.6025
NM_001040277.1	2150	1980.79	3360	33.7942
NM_001040681.1	2499	2329.79	898	7.67893
NM_001042458.1	1737	1567.79	1720	21.8566
NM_001042460.1	1794	1624.79	4951.8	60.7166
NM_001077809.1	1344	1174.79	1689	28.6425
NM_001077808.1	5328	5158.79	2533	9.78202
NM_001077812.1	1470	1300.79	2663	40.7855
NM_001077811.1	1287	1117.79	77	1.37237
NM_001077810.1	354	188.496	1408	148.813
NM_001077813.1	3226	3056.79	3574	23.2933
NM_001077815.1	1855	1685.79	601	7.10252
NM_001077814.1	387	220.197	18	1.62855
NM_001077816.1	1530	1360.79	587	8.59386
NM_001077818.1	1707	1537.79	13	0.168418
NM_001077817.1	1194	1024.79	191	3.71313
NM_001077819.1	378	211.545	8413	792.299
NM_001077820.1	351	185.6	6041	648.443
NM_001077822.1	1533	1363.79	344	5.02519
NM_001077824.1	1842	1672.79	2303	27.428
NM_001077821.1	4097	3927.79	230	1.1666
NM_001077825.1	1158	988.789	20440	411.83
NM_001078661.1	315	151.767	228	29.9294
NM_001079561.1	1701	1531.79	450	5.85268
NM_001079560.1	1607	1437.79	319	4.42015
NM_001080110.1	2703	2533.79	707.368	5.56181
NM_001080095.1	1590	1420.79	741	10.3903
NM_001080094.2	2123	1953.79	141.453	1.44236
NM_001080205.1	2713	2543.79	2280	17.8564
NM_001083630.1	1713	1543.79	462	5.96204
NM_001085344.1	515	346.395	1	0.0575134
NM_001085345.1	1491	1321.79	0	0
NM_001085346.1	509	340.429	181	10.5924
NM_001040266.2	1599	1429.79	242	3.37198
NM_001011626.2	755	585.84	4985	169.522
NM_001040235.2	6077	5907.79	1642	5.53719
NM_001098232.1	1146	976.789	60	1.22375
NM_001098218.1	2148	1978.79	51	0.513466
NM_001098220.1	1806	1636.79	100	1.21716
NM_001040262.2	438	270.14	123	9.07105
NM_001098217.1	2187	2017.79	33	0.325821
NM_001098219.1	2139	1969.79	178	1.80029
NM_001098234.1	462	293.745	652	44.22
NM_001098228.1	1286	1116.79	19	0.338941
NM_001098214.1	1863	1693.79	3262	38.3677
NM_001098229.1	1284	1114.79	334	5.96891
NM_001098221.1	1763	1593.79	165	2.0625
NM_001098223.1	1436	1266.79	215	3.38123
NR_003565.1	7091	6921.79	64.1209	0.184554
NR_003566.1	6861	6691.79	499919	1488.33
NR_003567.1	17525	17355.8	1499	1.72067
NM_001077823.2	516	347.386	2888	165.625
NM_001098717.1	2199	2029.79	11	0.107965
NM_001101023.1	3033	2863.79	840	5.84359
NM_001104949.1	3122	2952.79	296.523	2.00063
NM_001110764.1	2606	2436.79	294	2.40365
NM_001111255.1	2504	2334.79	380	3.24248
NM_001112670.1	3330	3160.79	4215	26.567
NM_001112671.1	3001	2831.79	1258	8.85036
NM_001113285.1	2779	2609.79	61	0.465656
NM_001113739.1	1509	1339.79	9063	134.765
NM_001114188.1	1950	1780.79	0	0
NM_001114198.1	730	560.84	1699.64	60.3753
NM_001126244.1	1674	1504.79	32	0.423658
NM_001131037.1	1164	994.789	67	1.34179
