target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	1076.18	51945	747.344
NM_001011562.1	863	688.209	271	6.09692
NM_001011566.1	1503	1328.18	827	9.64074
NM_001011563.1	2084	1909.18	791	6.41492
NM_001011568.1	2077	1902.18	761	6.19433
NM_001011565.1	3023	2848.18	526.684	2.86315
NM_001011570.1	582	407.459	22465	853.657
NM_001011567.1	4030	3855.18	1281	5.14477
NM_001011572.1	2346	2171.18	98079	699.426
NM_001011574.1	1940	1765.18	13941	122.283
NM_001011571.1	2093	1918.18	3.00351	0.0242438
NM_001011576.1	1195	1020.18	27697	420.357
NM_001011573.1	3160	2985.18	24022	124.595
NM_001011579.1	1430	1255.18	2.58357e+06	31869.6
NM_001011575.1	2163	1988.18	8685	67.6357
NM_001011581.1	2439	2264.18	1006	6.87937
NM_001011578.1	5441	5266.18	417	1.22603
NM_001011580.1	1544	1369.18	719131	8132.22
NM_001011585.1	1638	1463.18	17994	190.411
NM_001011582.1	356	185.284	526105	43964
NM_001011587.1	496	321.927	17052	820.123
NM_001011584.1	1606	1431.18	25	0.270463
NM_001011589.1	624	449.349	5514	189.996
NM_001011586.1	2205	2030.18	6433	49.0615
NM_001011591.1	584	409.451	3	0.113444
NM_001011588.1	724	549.209	7	0.197343
NM_001011593.1	548	373.607	35	1.45049
NM_001011590.1	574	399.492	33	1.27899
NM_001011595.1	2818	2643.18	5749	33.6765
NM_001011592.1	1590	1415.18	28310	309.735
NM_001011597.1	2673	2498.18	10857	67.2895
NM_001011594.1	4195	4020.18	1017.28	3.91791
NM_001011599.1	1942	1767.18	153540	1345.25
NM_001011596.1	4100	3925.18	5544	21.8688
NM_001011601.1	1830	1655.18	1.12203e+06	10496
NM_001011598.1	1624	1449.18	1019	10.8871
NM_001011603.1	1683	1508.18	46659	479.009
NM_001011600.1	2052	1877.18	2529	20.8595
NM_001011605.1	1448	1273.18	24018	292.085
NM_001011602.1	2795	2620.18	992	5.86195
NM_001011606.1	1757	1582.18	177	1.73212
NM_001011608.1	1873	1698.18	29112	265.43
NM_001011612.1	304	137.471	0	0
NM_001011613.1	710	535.23	252.299	7.29854
NM_001011610.1	1612	1437.18	142614	1536.43
NM_001011614.1	688	513.273	0	0
NM_001011615.1	664	489.283	340	10.7592
NM_001011617.1	374	202.482	103	7.8761
NM_001011618.1	523	348.78	21	0.932241
NM_001011619.1	1559	1384.18	57.7316	0.645777
NM_001011620.1	957	782.194	231	4.57255
NM_001011621.1	3254	3079.18	486.256	2.44507
NM_001011622.1	1529	1354.18	7411.08	84.7358
NM_001011623.1	3376	3201.18	342	1.65416
NM_001011624.1	4969	4794.18	715.087	2.30944
NM_001011627.1	2520	2345.18	1298	8.56959
NM_001011629.1	14440	14265.2	9846.36	10.6871
NM_001011630.1	630	455.349	54579	1855.85
NM_001011631.1	1741	1566.18	224	2.21446
NM_001011633.1	1533	1358.18	145	1.653
NM_001011635.1	1447	1272.18	163695	1992.27
NM_001011636.1	570	395.515	43674	1709.7
NM_001011637.1	1369	1194.18	102	1.32249
NM_001011638.1	584	409.451	35	1.32351
NM_001011640.1	991	816.178	2604	49.3989
NM_001011641.1	970	795.178	2923	56.9148
NM_001011643.1	2378	2203.18	26198	184.111
NM_001011577.1	2389	2214.18	7498	52.4317
NM_001011650.1	2242	2067.18	1901	14.2385
NM_001011634.2	3754	3579.18	2497	10.8018
NM_001012429.1	672	497.283	162234	5051.26
NM_001012627.1	3153	2978.18	189	0.98259
NM_001012615.1	1097	922.178	6343	106.498
NM_001012962.1	3606	3431.18	13998	63.1661
NM_001012963.1	502	327.882	628	29.6554
NM_001013006.1	2991	2816.18	294	1.6164
NM_001013361.1	4113	3938.18	285	1.1205
NM_001014429.1	1427	1252.18	106392	1315.55
NM_001014430.1	438	264.599	575	33.6466
NM_001014983.1	3250	3075.18	147	0.74013
NM_001014991.1	7242	7067.18	3706.22	8.11982
NM_001014993.1	1386	1211.18	107591	1375.4
NM_001014994.1	1892	1717.18	13119	118.29
NM_001024697.1	1793	1618.18	620	5.93235
NM_001032361.1	3585	3410.18	4166	18.9149
NM_001039968.1	1349	1174.18	58	0.764813
NM_001040231.1	363	191.948	19	1.53261
NM_001040233.1	1647	1472.18	4209	44.267
NM_001040230.1	13107	12932.2	74299.4	88.956
NM_001040234.1	1500	1325.18	72.226	0.84388
NM_001040208.1	582	407.459	10	0.379994
NM_001040204.1	793	618.209	32017	801.875
NM_001040203.1	644	469.321	6881	227.009
NM_001040205.1	698	523.262	28	0.828514
NM_001040207.1	1179	1004.18	352	5.42742
NM_001040206.1	682	507.283	636	19.4119
NM_001040220.1	483	309.047	0	0
NM_001040221.1	459	285.298	103	5.58985
NM_001040209.1	588	413.435	42	1.57291
NM_001040224.1	399	226.552	6	0.410058
NM_001040229.1	453	279.365	74	4.10129
NM_001040223.1	555	380.569	100	4.06843
NM_001040227.1	724	549.209	107	3.01653
NM_001040225.1	407	234.302	5	0.330412
NM_001040226.1	432	258.725	574	34.3506
NM_001040236.1	1767	1592.18	20594	200.267
NM_001040267.1	1895	1720.18	15982	143.853
NM_001040255.1	1893	1718.18	1492	13.445
NM_001040257.1	1554	1379.18	208	2.33509
NM_001040258.1	1250	1075.18	425	6.12026
NM_001040265.1	1689	1514.18	832	8.50761
NM_001040263.1	1550	1375.18	4762	53.6157
NM_001040256.1	767	592.209	354	9.25528
NM_001040259.1	1743	1568.18	4	0.0394935
NM_001040264.1	1600	1425.18	88	0.956037
NM_001040270.1	509	334.842	1	0.0462404
NM_001040269.1	1397	1222.18	23376.9	296.152
NM_001040277.1	2150	1975.18	4705	36.882
NM_001040681.1	2499	2324.18	1071	7.13479
NM_001042458.1	1737	1562.18	1221	12.1017
NM_001042460.1	1794	1619.18	6102.64	58.3558
NM_001077809.1	1344	1169.18	1215	16.09
NM_001077808.1	5328	5153.18	2027	6.09032
NM_001077812.1	1470	1295.18	3055	36.521
NM_001077811.1	1287	1112.18	43	0.598626
NM_001077810.1	354	183.384	1872	158.054
NM_001077813.1	3226	3051.18	3923	19.9073
NM_001077815.1	1855	1680.18	705	6.49673
NM_001077814.1	387	214.969	20	1.44051
NM_001077816.1	1530	1355.18	378	4.31874
NM_001077818.1	1707	1532.18	33	0.333477
NM_001077817.1	1194	1019.18	167	2.53704
NM_001077819.1	378	206.313	5054	379.288
NM_001077820.1	351	180.551	1838	157.618
NM_001077822.1	1533	1358.18	211	2.4054
NM_001077824.1	1842	1667.18	2621	24.3414
NM_001077821.1	4097	3922.18	364	1.43693
NM_001077825.1	1158	983.178	25403	400.05
NM_001078661.1	315	147.427	138	14.4932
NM_001079561.1	1701	1526.18	526	5.33632
NM_001079560.1	1607	1432.18	438	4.7352
NM_001080110.1	2703	2528.18	344.353	2.10891
NM_001080095.1	1590	1415.18	456	4.98902
NM_001080094.2	2123	1948.18	228.996	1.81996
NM_001080205.1	2713	2538.18	2316	14.1279
NM_001083630.1	1713	1538.18	1617	16.2766
NM_001085344.1	515	340.808	1	0.0454309
NM_001085345.1	1491	1316.18	0	0
NM_001085346.1	509	334.842	45	2.08082
NM_001040266.2	1599	1424.18	141	1.53291
NM_001011626.2	755	580.209	5936	158.406
NM_001040235.2	6077	5902.18	2092	5.48795
NM_001098232.1	1146	971.178	80	1.27542
NM_001098218.1	2148	1973.18	57	0.44727
NM_001098220.1	1806	1631.18	66	0.626475
NM_001040262.2	438	264.599	124	7.25595
NM_001098217.1	2187	2012.18	189	1.45431
NM_001098219.1	2139	1964.18	165	1.30066
NM_001098234.1	462	288.275	855	45.922
NM_001098228.1	1286	1111.18	719	10.0186
NM_001098214.1	1863	1688.18	3167	29.0463
NM_001098229.1	1284	1109.18	635	8.86408
NM_001098221.1	1763	1588.18	183	1.78407
NM_001098223.1	1436	1261.18	152	1.86607
NR_003565.1	7091	6916.18	65.1504	0.145852
NR_003566.1	6861	6686.18	556300	1288.23
NR_003567.1	17525	17350.2	657	0.586304
NM_001077823.2	516	341.801	4861	220.198
NM_001098717.1	2199	2024.18	15	0.114737
NM_001101023.1	3033	2858.18	705	3.8191
NM_001104949.1	3122	2947.18	239.095	1.2561
NM_001110764.1	2606	2431.18	753	4.79556
NM_001111255.1	2504	2329.18	396	2.63241
NM_001112670.1	3330	3155.18	4557	22.3623
NM_001112671.1	3001	2826.18	1149	6.2948
NM_001113285.1	2779	2604.18	28	0.166475
NM_001113739.1	1509	1334.18	11925	138.39
NM_001114188.1	1950	1775.18	1	0.00872206
NM_001114198.1	730	555.209	1152.81	32.1486
NM_001126244.1	1674	1499.18	31	0.320162
NM_001131037.1	1164	989.178	60	0.939156
NM_001131038.1	2722	2547.18	3185	19.3603
NM_001134227.1	1704	1529.18	1005	10.1758
NM_001134333.1	282	118.216	447	58.5452
NM_001134371.1	591	416.418	2475	92.0252
NM_001134722.1	105	14.4032	713	766.463
NM_001134668.1	2541	2366.18	15416	100.875
NM_001134669.1	584	409.451	86	3.25205
NM_001134828.1	1495	1320.18	12474.2	146.3
NM_001134934.1	3281	3106.18	4771	23.7818
NM_001134940.1	1464	1289.18	246	2.9545
NM_001134942.1	1621	1446.18	3801	40.6946
NM_001134943.1	1434	1259.18	494	6.07437
NM_001134947.1	1760	1585.18	440.954	4.30702
NM_001134948.1	3181	3006.18	5373	27.6734
NM_001134949.1	3346	3171.18	9784.13	47.7708
NM_001134950.1	2295	2120.18	2159	15.7667
NM_001011644.2	1200	1025.18	1044	15.7675
NM_001135735.1	1032	857.178	5836	105.416
NM_001135905.1	488	313.997	5945	293.148
NM_001135909.1	320	151.908	8211	836.904
NM_001136187.1	614	439.367	3559	125.419
NM_001136206.1	1002	827.178	123	2.30233
NM_001136207.1	930	755.194	6	0.123014
NM_001136208.1	1008	833.178	4	0.0743333
NM_001136209.1	1029	854.178	14	0.25377
NM_001141964.1	2248	2073.18	9611.2	71.7798
NM_001142436.1	1295	1120.18	5501	76.0354
NM_001142461.1	824	649.209	3055	72.8598
NM_001142561.1	1943	1768.18	1566	13.7128
NM_001142609.1	1671	1496.18	88	0.910669
NM_001142637.1	999	824.178	73	1.3714
NM_001142607.1	642	467.321	27	0.89456
NM_001142693.1	1386	1211.18	16824	215.071
